Independent Variable	Fit Peak 1	Fit Peak 2	Fit Peak 3	Fit Peak 4	Fit Peak 5	Fit Peak 6	Fit Peak 7	Fit Peak 8	Fit Peak 9	Fit Peak 10	Fit Peak 11	Fit Peak 12	Fit Peak 13	Fit Peak 14	Fit Peak 15	Fit Peak 16	Fit Peak 17	Fit Peak 18	Cumulative Fit Peak	Independent Variable	Regular Residual E"Smoothed Y1"	Regular Residual E"Smoothed Y1"	Fitted Y	Regular Residual E"Smoothed Y1"	Regular Residual E"Smoothed Y1"	Percentiles	Reference X	Reference Line
																											mu = 17.645232	sigma = 212.864956
624.49117352614	-59.1804950313296	-60.3391564109225	-50.106812571262	-57.9760898116152	-60.339212720504	-51.0769222997006	-60.339206688143	-113.612103637497	-60.3378578605095	-59.0453006739892	-60.2607555849818	-59.7284985573012	-59.8472790199526	-59.7504924341546	-59.9975603599592	-60.339212720504	-60.0405990568696	-60.220270841619	-86.7712100322458	422.209	63.1383503892092	63.1383503892092	-100.111077661937	63.1383503892092	-183.390073350268	9.99451791955047		
625.259031145717	-59.1667401266944	-60.3391458232161	-50.1060168061735	-57.9521887283904	-60.339212720504	-50.9924403173219	-60.339206637012	-113.612112071013	-60.3378474324116	-59.0354461512847	-60.2601902257362	-59.7241701651889	-59.8439948114676	-59.746705817717	-59.9954226287189	-60.339212720504	-60.0388751539039	-60.2196017482409	-86.6219138369308	422.419	72.4420937145071	72.4420937145071	-100.106639169053	72.4420937145071	-183.124723928182	10.0219283217981		
626.026888765295	-59.1527387883267	-60.3391333158864	-50.1052248795969	-57.927923466774	-60.339212720504	-50.9067972563711	-60.3392065852263	-113.612120470938	-60.3378368832696	-59.0254780791366	-60.259618728217	-59.7197955516594	-59.8406775815767	-59.7428825424501	-59.9932647624972	-60.339212720504	-60.0371362762966	-60.2189269930377	-86.4705713537003	422.63	41.7194459048596	41.7194459048596	-100.102173177587	41.7194459048596	-182.284248917056	10.0493387240458		
626.794746384872	-59.1384850928443	-60.3391185553808	-50.1044367924326	-57.9032865960788	-60.339212720504	-50.8199717437679	-60.3392065327744	-113.612128837271	-60.3378262111999	-59.0153946977508	-60.2590410031646	-59.7153740556445	-59.8373268857952	-59.7390221335179	-59.9910865075287	-60.339212720504	-60.0353822500706	-60.2182465119482	-86.3171435996096	422.84	37.8059038227329	37.8059038227329	-100.097722004551	37.8059038227329	-182.208917729516	10.0767491262934		
627.562604004449	-59.1239729377821	-60.3391011528892	-50.1036525455767	-57.8782704952736	-60.339212720504	-50.7319419123938	-60.339206479645	-113.612137170012	-60.3378154142822	-59.0051942129377	-60.2584569596894	-59.710905004204	-59.8339422721287	-59.7351241083692	-59.9888876060357	-60.339212720504	-60.033612898714	-60.2175602400028	-86.1615906023753	423.05	43.2005372117922	43.2005372117922	-100.09326448452	43.2005372117922	-181.395444743835	10.1041595285411		
628.330461624027	-59.1091960350538	-60.3390806556738	-50.1028721399209	-57.8528673471072	-60.339212720504	-50.6426853873252	-60.3392064258262	-113.612145469161	-60.3378044905584	-58.9948747952983	-60.2578665052362	-59.706387712269	-59.830523280921	-59.7311879765876	-59.9866677961523	-60.339212720504	-60.031828043136	-60.2168681113074	-86.0038713639733	423.26	159.557891511898	159.557891511898	-100.088800602807	159.557891511898	-180.546475613749	10.1315699307887		
629.098319243604	-59.0941479041335	-60.3390565371228	-50.1020955763525	-57.8270691320192	-60.339212720504	-50.5521792716178	-60.339206371306	-113.612153734718	-60.3377934380317	-58.9844345793873	-60.2572695455471	-59.7018214823783	-59.8270694446972	-59.7272132397361	-59.9844268118457	-60.339212720504	-60.0300275016215	-60.2161700590282	-85.8439438219823	423.47	163.835239435597	163.835239435597	-100.084330344688	163.835239435597	-180.346332200396	10.1589803330364		
629.866176863181	-59.0788218649442	-60.3390281853517	-50.1013228557546	-57.8008676218291	-60.339212720504	-50.460400131624	-60.3392063160722	-113.612161966683	-60.337782254666	-58.973871662853	-60.2566659846242	-59.6972056044081	-59.8235802880038	-59.7231993912	-59.9821643828367	-60.339212720504	-60.0282110897848	-60.2154660153754	-85.6817648084505	423.681	156.010741453612	156.010741453612	-100.079832362703	156.010741453612	-179.975381374417	10.186390735284		
630.634034482759	-59.0632110304358	-60.3389948901589	-50.100553979006	-57.7742543731959	-60.339212720504	-50.3673239818256	-60.3392062601122	-113.612170165056	-60.3377709383847	-58.9631841055532	-60.2560557246906	-59.6925393552947	-59.820055327244	-59.7191459160248	-59.9798802345183	-60.339212720504	-60.0263786205223	-60.2147559115864	-85.5172900060493	423.891	171.458985640521	171.458985640521	-100.075349276886	171.458985640521	-179.848729331228	10.2138011375317		
631.401892102336	-59.0473082988412	-60.3389558281138	-50.099788946981	-57.7472207208359	-60.339212720504	-50.2729262691668	-60.3392062034132	-113.612178329837	-60.3377594870695	-58.9523699286459	-60.2554386661507	-59.6878219987505	-59.8164940705102	-59.715052290751	-59.9775740878715	-60.339212720504	-60.0245299039642	-60.2140396779096	-85.3504739012519	424.101	48.390859770163	48.390859770163	-100.070859770163	48.390859770163	-179.845544688282	10.2412115397793		
632.169749721913	-59.0311063455906	-60.3389100455325	-50.0990277605498	-57.7197577704913	-60.339212720504	-50.1771818568616	-60.339206145962	-113.612186461026	-60.3377478985601	-58.941427113654	-60.2548147075494	-59.6830527849724	-59.8128960174118	-59.710917983245	-59.9752456593806	-60.339212720504	-60.0226647474256	-60.2133172435867	-85.1812697342393	424.311	34.2363638276417	34.2363638276417	-100.066363827642	34.2363638276417	-179.685470862371	10.268621942027		
632.937607341491	-59.0145976148684	-60.3388564390648	-50.098270420578	-57.6918563916365	-60.339212720504	-50.0800650076632	-60.3392060877453	-113.612194558624	-60.3377361706524	-58.9303536015039	-60.2541837455302	-59.6782309503425	-59.8092606588988	-59.7067424525262	-59.9728946609458	-60.339212720504	-60.0207829553557	-60.2125885368356	-85.0096294452105	424.521	-69.2826840201578	-69.2826840201578	-100.061861434388	-69.2826840201578	-179.506770453145	10.2960323442747		
633.705464961068	-58.9977743107954	-60.3387937335849	-50.0975169279272	-57.6635072099135	-60.339212720504	-49.9815493665703	-60.3392060287493	-113.612202622629	-60.3377243010979	-58.9191472915365	-60.2535456747923	-59.6733557171214	-59.8055874770809	-59.7025251485894	-59.9705207997936	-60.339212720504	-60.0188843292871	-60.2118534848323	-84.8355036167407	424.731	-78.0371928791233	-78.0371928791233	-100.057352575423	-78.0371928791233	-179.460899052398	10.3234427465223		
634.473322580645	-58.980628388215	-60.3387204570435	-50.0967672834544	-57.6347005992822	-60.339212720504	-49.8816079429484	-60.33920596896	-113.612210653042	-60.3377122876025	-58.9078060404896	-60.2529003880467	-59.6684262931334	-59.8018759450433	-59.6982655122237	-59.9681237783859	-60.339212720504	-60.016968667783	-60.2111120136931	-84.6588414117859	424.941	-39.5035264006358	-39.5035264006358	-100.052837235728	-39.5035264006358	-179.080584746669	10.35085314877		
635.241180200223	-58.9631515430646	-60.3386349118975	-50.0960214880122	-57.6054266738755	-60.339212720504	-49.7802130920466	-60.3392059083632	-113.612218649863	-60.3377001278255	-58.896327661451	-60.2522477759705	-59.6634418714432	-59.7981255266565	-59.6939629748272	-59.9657032943261	-60.339212720504	-60.0150357663837	-60.2103640484555	-84.4795905069011	425.151	-46.3971391452133	-46.3971391452133	-100.048315400241	-46.3971391452133	-178.916029416906	10.3782635510176		
636.0090378198	-58.9453352023099	-60.3385351426938	-50.0952795424493	-57.5756752795448	-60.339212720504	-49.6773364958816	-60.339205846944	-113.612226613092	-60.3376878193781	-58.8847099227815	-60.2515877271608	-59.6584016300245	-59.7943356763823	-59.6896169582167	-59.9632590402643	-60.339212720504	-60.0130854175525	-60.2096095130597	-84.2976970201751	425.361	-44.3543947643234	-44.3543947643234	-100.043787053858	-44.3543947643234	-178.686039912869	10.4056739532653		
636.776895439377	-58.9271705134203	-60.3384188993355	-50.0945414476095	-57.5454359850835	-60.339212720504	-49.5729491434715	-60.3392057846876	-113.612234542729	-60.3376753598227	-58.8729505470064	-60.2509201280867	-59.6533047314198	-59.7905058390748	-59.6852268744335	-59.9607907037987	-60.339212720504	-60.0111174106193	-60.208848330329	-84.1131054333671	425.571	-60.3707478185688	-60.3707478185688	-100.039252181431	-60.3707478185688	-178.437957757277	10.4330843555129		
637.544753058954	-58.9086483333594	-60.338283595507	-50.0938072043327	-57.5146980731139	-60.339212720504	-49.4670213103816	-60.3392057215786	-113.612242438773	-60.3376627466713	-58.8610472096748	-60.2502448630405	-59.6481503223907	-59.7866354497767	-59.6807921255442	-59.9582979673763	-60.339212720504	-60.0091315317239	-60.2080804219502	-83.925758507635	425.781	-106.547107414047	-106.547107414047	-100.034710767771	-106.547107414047	-178.2804936514	10.4604947577606		
638.312610678532	-58.889759217067	-60.3381262616816	-50.0930768134542	-57.4834505306228	-60.339212720504	-49.3595225375716	-60.3392056576013	-113.612250301226	-60.3376499773845	-58.8489975381853	-60.2495618140874	-59.6429375335601	-59.78272393351	-59.6763121034369	-59.9557805081902	-60.339212720504	-60.0071275637582	-60.2073057084534	-83.7355971922302	425.991	-108.599837202355	-108.599837202355	-100.030162797644	-108.599837202355	-177.943444554831	10.4879051600082		
639.080468298109	-58.8704934054044	-60.3379434920719	-50.0923502758051	-57.45168203913	-60.339212720504	-49.2504216094998	-60.3392055927396	-113.612258130087	-60.33763704937	-58.8367991105769	-60.2488708610136	-59.6376654790431	-59.7787707050619	-59.6717861896127	-59.9532379980749	-60.339212720504	-60.0051052863061	-60.2065241091915	-83.5425605254277	426.201	-132.063482653317	-132.063482653317	-100.025608255774	-132.063482653317	-176.640108690157	10.5153155622559		
639.848325917686	-58.8508408125346	-60.3377313848202	-50.091627592212	-57.419380964474	-60.339212720504	-49.1396865314669	-60.3392055269772	-113.612265925355	-60.3376239599814	-58.8244494542849	-60.2481718812731	-59.6323332560699	-59.7747751687652	-59.6672137549717	-59.9506701033994	-60.339212720504	-60.0030644755835	-60.205735542319	-83.3465855269274	426.411	-14.9616801458868	-14.9616801458868	-100.021047126841	-14.9616801458868	-176.490837101006	10.5427259645035		
640.616183537264	-58.8307910127059	-60.3374854746545	-50.0909087634974	-57.3865353461971	-60.339212720504	-49.0272845061615	-60.3392054602971	-113.612273687031	-60.3376107065168	-58.8119460448588	-60.2474647499338	-59.6269399445973	-59.7707367182735	-59.6625941595947	-59.9480764849572	-60.339212720504	-60.0010049043757	-60.204939924771	-83.1476070808628	426.621	5.70011575911747	5.70011575911747	-100.016479395481	5.70011575911747	-176.485013566166	10.5701363667512		
641.384041156841	-58.8103332264091	-60.337200657159	-50.0901937904792	-57.353132886512	-60.339212720504	-48.9131819093807	-60.3392053926822	-113.612281415115	-60.3375972862177	-58.7992863046428	-60.2467493396206	-59.6214846069104	-59.7666547363299	-59.6579267525182	-59.9454567978545	-60.339212720504	-59.998926341975	-60.2041371722407	-82.9455578084865	426.831	95.0609959553797	95.0609959553797	-100.011905046289	95.0609959553797	-176.48200946563	10.5975467689988		
642.151898776418	-58.7894563058704	-60.3368711037273	-50.0894826739711	-57.3191609388316	-60.339212720504	-48.7973442648859	-60.3392053241148	-113.612289109607	-60.3375836962667	-58.786467601416	-60.2460255204585	-59.6159662872129	-59.7625285945308	-59.6532108715058	-59.9428106913949	-60.339212720504	-59.9968285541148	-60.2033271991577	-82.7403679295055	427.041	90.774596791086	90.774596791086	-100.007324063813	90.774596791086	-175.38402098227	10.6249571712465		
642.919756395996	-58.7681487198467	-60.3364901661768	-50.0887754147823	-57.2846064958409	-60.339212720504	-48.6797362183647	-60.339205254577	-113.612296770506	-60.3375699337871	-58.7734872469925	-60.2452931600129	-59.6103840112068	-59.7583576530833	-59.6484458428124	-59.9401378089621	-60.339212720504	-59.9947113029047	-60.2025099186649	-82.531965110961	427.251	74.3863727961962	74.3863727961962	-100.00273643256	74.3863727961962	-175.179405013098	10.6523675734941		
643.687614015573	-58.7463985376826	-60.3360502699095	-50.0880720137179	-57.2494561770917	-60.339212720504	-48.5603215104604	-60.3392051840502	-113.612304397814	-60.3375559958406	-58.760342495778	-60.2445521232291	-59.6047367856609	-59.7541412605559	-59.6436309809436	-59.9374377878994	-60.339212720504	-59.9925743467621	-60.201685242595	-82.3202743024303	427.461	80.3399603188079	80.3399603188079	-99.9981421369901	80.3399603188079	-175.106230383802	10.6797779757418		
644.45547163515	-58.7241934125884	-60.3355427944034	-50.0873724715784	-57.2136962160962	-60.339212720504	-48.4390629488264	-60.3392051125155	-113.612311991529	-60.3375418794261	-58.7470305432837	-60.2438022723697	-59.5990235979664	-59.7498787536239	-59.6387655884086	-59.9347102593863	-60.339212720504	-59.990417440344	-60.2008530814471	-82.1052175562324	427.671	-39.1910042930247	-39.1910042930247	-99.9935411615211	-39.1910042930247	-173.624083704673	10.7071883779894		
645.223329254728	-58.7015205640957	-60.3349579397119	-50.0866767891601	-57.1773124468977	-60.339212720504	-48.3159223791729	-60.3392050399536	-113.612319551652	-60.3375275814777	-58.7335485245942	-60.2430434669504	-59.5932434156813	-59.7455694568073	-59.6338489554679	-59.9319548483128	-60.339212720504	-59.9882403344756	-60.2000133443624	-81.8867138312125	427.881	-34.1692483276559	-34.1692483276559	-99.9889334905261	-34.1692483276559	-172.885768199307	10.7345987802371		
645.991186874305	-58.6783667596434	-60.3342845775336	-50.0859849672547	-57.1402902900943	-60.339212720504	-48.1908606552584	-60.3392049663446	-113.612327078182	-60.3375130988635	-58.7198935127884	-60.2422755636737	-59.5873951860621	-59.7412126822025	-59.6288803598734	-59.9291711731494	-60.339212720504	-59.9860427760792	-60.199165939099	-81.6646787785419	428.091	19.2597736537875	19.2597736537875	-99.9843191083328	19.2597736537875	-172.552627343441	10.7620091824848		
646.759044493882	-58.6547182952455	-60.3335100852971	-50.08529700665	-57.1026147382879	-60.339212720504	-48.0638376077811	-60.3392048916682	-113.61233457112	-60.3374984283835	-58.7060625173116	-60.2414984163611	-59.5814778355819	-59.7368077292067	-59.6238590666037	-59.9263588458157	-60.339212720504	-59.9838245080999	-60.1983107720069	-81.4390245078605	428.301	14.7869707264985	14.7869707264985	-99.9796979992257	14.7869707264985	-172.202840227561	10.7894195847324		
647.526902113459	-58.6305609751858	-60.3326201615757	-50.0846129081289	-57.0642703409345	-60.339212720504	-47.9348120121315	-60.3392048159035	-113.612342030466	-60.337483566768	-58.692052482298	-60.2407118758833	-59.5754902694358	-59.7323538842354	-59.6187843275914	-59.9235174715439	-60.339212720504	-59.9815852694307	-60.1974477480022	-81.2096593319543	428.511	4.17052469289752	4.17052469289752	-99.9750701474431	4.17052469289752	-170.51365921164	10.8168299869801		
648.294759733037	-58.6058800906861	-60.3315986210162	-50.0839326724704	-57.0252411885644	-60.339212720504	-47.803741554947	-60.3392047390293	-113.61234945622	-60.3374685106757	-58.67786028484	-60.2399157900883	-59.5694313710321	-59.7278504204323	-59.6136553814441	-59.9206466487407	-60.339212720504	-59.9793247948353	-60.1965767705402	-80.9764874880018	428.721	-9.23956446282102	-9.23956446282102	-99.9704355371791	-9.23956446282102	-170.421971712976	10.8442403892277		
649.062617352614	-58.5806603974856	-60.3304271668247	-50.0832563004488	-56.9855108963447	-60.339212720504	-47.670582799428	-60.3392046610237	-113.612356848381	-60.3374532566919	-58.663482733204	-60.2391100037275	-59.5633000014695	-59.723296597372	-59.6084714531591	-59.917745968845	-60.339212720504	-59.9770428148698	-60.1956977415891	-80.7394088333042	428.93	-14.4578200931452	-14.4578200931452	-99.9658162704909	-14.4578200931452	-170.099460503907	10.8716507914754		
649.830474972191	-58.5548860922692	-60.3290851387106	-50.0825837928342	-56.9450625869507	-60.339212720504	-47.5352911493555	-60.3392045818642	-113.61236420695	-60.3374378013263	-58.6489165649899	-60.2382943583797	-59.5570949989991	-59.7186916607544	-59.6032317538298	-59.9148150161818	-60.339212720504	-59.9747390558021	-60.1948105616018	-80.4983185132389	429.14	5.45844085530985	5.45844085530985	-99.9611681280369	5.45844085530985	-169.862539946756	10.899061193723		
650.598332591769	-58.5285407878751	-60.3275492340332	-50.0819151503924	-56.9038788727145	-60.339212720504	-47.3978208117584	-60.339204501528	-113.612371531927	-60.3374221410113	-58.6341584452331	-60.2374686923728	-59.5508151784718	-59.7140348420911	-59.5979354803452	-59.9118533678136	-60.339212720504	-59.9724132395297	-60.1939151294879	-80.2531065990243	429.35	4.15014954312392	4.15014954312392	-99.9565131794877	4.15014954312392	-169.781958761917	10.9264715959707		
651.366190211346	-58.5016074872104	-60.3257931997485	-50.0812503738846	-56.8619418370145	-60.339212720504	-47.2581247581708	-60.3392044199914	-113.612378823311	-60.3374062720997	-58.6192049644454	-60.2366328407033	-59.5444593307698	-59.7093253583842	-59.5925818150821	-59.9088605933871	-60.339212720504	-59.9700650834961	-60.1930113425851	-80.0036576927234	429.56	0.60730595431005	0.60730595431005	-99.9518514088554	0.60730595431005	-169.467368081623	10.9538819982183		
652.134047830923	-58.4740685557967	-60.3237874925861	-50.0805894640678	-56.8192330148688	-60.339212720504	-47.116154684416	-60.3392043372303	-113.612386081103	-60.3373901908627	-58.6040526365942	-60.2357866349538	-59.5380262222216	-59.7045624117956	-59.5871699255891	-59.9058362549765	-60.339212720504	-59.967694300604	-60.1920990966295	-79.749850496735	429.77	-12.989180836256	-12.989180836256	-99.9471828001076	-12.989180836256	-169.259176583719	10.981292400466		
652.901905450501	-58.4459056928617	-60.3214989047285	-50.0799324216946	-56.7757333726949	-60.339212720504	-46.9718609688598	-60.3392042532201	-113.612393305302	-60.3373738934876	-58.5886978970171	-60.2349299032076	-59.5315145940005	-59.6997451893077	-59.5816989642625	-59.9027799069234	-60.339212720504	-59.9653005991285	-60.1911782857256	-79.4915573448616	429.98	110.070689155346	110.070689155346	-99.9425073371644	110.070689155346	-168.542928200855	11.0087028027136		
653.669763070078	-58.4170999008897	-60.3188901520981	-50.0792792475133	-56.7314232871922	-60.339212720504	-46.8251926290553	-60.3392041679352	-113.612400495909	-60.3373573760756	-58.5731371002688	-60.2340624699606	-59.5249231615062	-59.694872862376	-59.5761680680141	-59.8996910956718	-60.339212720504	-59.9628836826266	-60.1902488023157	-79.2286436918475	430.189	101.875120044304	101.875120044304	-99.9378473170318	101.875120044304	-168.210329033364	11.0361132049613		
654.437620689655	-58.3876314535355	-60.3159194221905	-50.0786299422676	-56.6862825233056	-60.339212720504	-46.6760972767197	-60.3392040813498	-113.612407652923	-60.3373406346393	-58.5573665178987	-60.2331841560317	-59.5182506137278	-59.6899445865706	-59.5705763579304	-59.8965693595997	-60.339212720504	-59.9604432498452	-60.1893105371485	-78.9609675581237	430.399	106.152249039199	106.152249039199	-99.9331581301085	106.152249039199	-167.262701128887	11.0635236072089		
655.205478309232	-58.3574798618002	-60.3125398782278	-50.0779845066971	-56.6402902112235	-60.339212720504	-46.5245210709613	-60.339203993437	-113.612414776345	-60.3373236651005	-58.541382336157	-60.2322947784695	-59.5114956125887	-59.6849595012097	-59.5649229389231	-59.8934142288462	-60.339212720504	-59.9579789946279	-60.1883633792465	-78.6883789263009	430.609	-21.5706288685381	-21.5706288685381	-99.9284620405526	-21.5706288685381	-167.127159148866	11.0909340094566		
655.97333592881	-58.3266238383618	-60.3086991162381	-50.0773429415368	-56.5934248223611	-60.339212720504	-46.3704086696792	-60.3392039041696	-113.612421866175	-60.3373064632875	-58.5251806536248	-60.2313941504564	-59.5046567922727	-59.6799167289823	-59.5592068993703	-59.8902252251345	-60.339212720504	-59.955490605818	-60.187407215874	-78.4107190857817	430.819	-1.28169551335361	-1.28169551335361	-99.9237590321009	-1.28169551335361	-167.060822434149	11.1183444117042		
656.741193548387	-58.2950412599419	-60.3043385715119	-50.0767052475175	-56.545664144279	-60.339212720504	-46.2137031790592	-60.3392038135193	-113.612428922412	-60.3372890249327	-58.5087574787672	-60.2304820812104	-59.49773275853	-59.6748153755603	-59.5534273107488	-59.8870018615898	-60.339212720504	-59.9529777671606	-60.186441932503	-78.1278199216833	431.029	5.6026854520785	5.6026854520785	-99.9190490884421	5.6026854520785	-166.598946136343	11.1457548139519		
657.509051167964	-58.2627091275867	-60.2993928707235	-50.0760714253656	-56.4969852544809	-60.339212720504	-46.0543461010727	-60.3392037214574	-113.612435945057	-60.3372713456695	-58.4921087274055	-60.2295583758834	-59.4907220879633	-59.6696545292015	-59.5475832272563	-59.8837436425536	-60.339212720504	-59.9504401572019	-60.1854674127787	-77.8395031440966	431.238	9.32162739839572	9.32162739839572	-99.9143546711232	9.32162739839572	-166.32175494288	11.1731652161995		
658.276908787542	-58.229603524728	-60.2937891258636	-50.0754414758029	-56.4473644930351	-60.339212720504	-45.8922772788961	-60.3392036279542	-113.612442934109	-60.3372534210302	-58.475230220106	-60.2286228354565	-59.4836233272922	-59.6644332603396	-59.5416736854243	-59.8804500633925	-60.339212720504	-59.9478774491866	-60.1844835384853	-77.5455794535415	431.448	8.75872175024085	8.75872175024085	-99.9096308411499	8.75872175024085	-166.172818199848	11.2005756184472		
659.044766407119	-58.1956995728806	-60.2874461659895	-50.074815399547	-56.3967774339571	-60.339212720504	-45.727434840147	-60.3392035329794	-113.612449889568	-60.3372352464427	-58.4581176794813	-60.2276752566325	-59.4764349925961	-59.6591506211648	-59.5356977037202	-59.8771206103024	-60.339212720504	-59.9452893109519	-60.1834901895092	-77.2458476383097	431.658	31.840354572288	31.840354572288	-99.9049000268335	31.840354572288	-166.029593957569	11.2279860206949		
659.812624026696	-58.1609713848234	-60.2802737026718	-50.0741931973112	-56.3451988552905	-60.339212720504	-45.5597551378434	-60.3392034365018	-113.612456811435	-60.3372168172277	-58.4407667274016	-60.2267154317251	-59.4691555685355	-59.6538056451918	-59.5296542821393	-59.8737547601073	-60.339212720504	-59.9426754048204	-60.1824872438027	-76.9400935992685	431.867	34.4429120620425	34.4429120620425	-99.9001847893155	34.4429120620425	-165.307924733883	11.2553964229425		
660.580481646274	-58.1253920150988	-60.2721714249142	-50.0735748698042	-56.2926027078166	-60.339212720504	-45.3891726889797	-60.3392033384894	-113.61246369971	-60.3371981285954	-58.4231728821125	-60.2257431485439	-59.4617835075484	-59.648397346816	-59.5235424017863	-59.8703519800542	-60.339212720504	-59.9400353874894	-60.181474577347	-76.6280892975456	432.077	-80.9927418279585	-80.9927418279585	-99.8954399902234	-80.9927418279585	-165.261408202885	11.2828068251902		
661.348339265851	-58.088933407655	-60.2630280192248	-50.0729604177306	-56.2389620823222	-60.339212720504	-45.2156201106081	-60.3392032389092	-113.612470554392	-60.337179175643	-58.4053315552546	-60.2247581902772	-59.4543172290239	-59.6429247208575	-59.5173610244448	-59.8669117276008	-60.339212720504	-59.9373689099185	-60.1804520641129	-76.3095916204143	432.287	-80.6247663882264	-80.6247663882264	-99.8906881572279	-80.6247663882264	-164.782375187006	11.3102172274378		
662.116196885428	-58.0515663404378	-60.2527201104586	-50.0723498417902	-56.1842491753483	-60.339212720504	-45.0390280533048	-60.3392031377275	-113.612477375481	-60.3371599533506	-58.3872380487829	-60.2237603353702	-59.4467551184503	-59.6373867420921	-59.511109092136	-59.8634334501995	-60.339212720504	-59.9346756172135	-60.1794195760224	-75.9843411606055	432.497	-84.1667979990407	-84.1667979990407	-99.8859292736865	-84.1667979990407	-164.229240620043	11.3376276296855		
662.884054505006	-58.0132603667309	-60.2411111190027	-50.0717431426788	-56.1284352533384	-60.339212720504	-44.8593251319103	-60.3392030349096	-113.612484162978	-60.3371404565787	-58.3688875517797	-60.2227493574	-59.4390955265382	-59.6317823647693	-59.5047855266657	-59.8599165850745	-60.339212720504	-59.9319551485086	-60.1783769829081	-75.6520609042107	432.706	-103.906086692587	-103.906086692587	-99.8811860346857	-103.906086692587	-164.119808222153	11.3650380319331		
663.651912124583	-57.9739837530218	-60.2280500298703	-50.0711403210876	-56.0714906151014	-60.339212720504	-44.6764378533988	-60.3392029304198	-113.612490916882	-60.337120680064	-58.3502751371592	-60.221725024946	-59.4313367683154	-59.6261105221167	-59.4983892291586	-59.8563605589942	-60.339212720504	-59.9292071368453	-60.1773241524724	-75.3124548222934	432.916	19.7118675791621	19.7118675791621	-99.8764130337072	19.7118675791621	-163.932466300088	11.3924484341808		
664.41976974416	-57.9337034131573	-60.2133700692919	-50.0705413777035	-56.0133845524971	-60.339212720504	-44.4902905417543	-60.3392028242216	-113.612497637193	-60.3371006184164	-58.331395758258	-60.2206871014576	-59.4234771221963	-59.6203701258306	-59.4919190795801	-59.8527647880365	-60.339212720504	-59.9264312090485	-60.1762609502456	-74.9652063613282	433.125	15.4252920749261	15.4252920749261	-99.8716557112896	15.4252920749261	-163.457449740533	11.4198588364284		
665.187627363738	-57.8923848385328	-60.1968872844545	-50.0699463132089	-55.9540853092486	-60.339212720504	-44.3008052597027	-60.3392027162772	-113.612504323912	-60.3370802661147	-58.3122442453066	-60.2196353451162	-59.4155148290208	-59.6145600655513	-59.4853739362459	-59.8491286773488	-60.339212720504	-59.9236269855994	-60.1751872395426	-74.6099768276231	433.335	33.2941412533208	33.2941412533208	-99.8668685260479	33.2941412533208	-163.256296789386	11.4472692386761		
665.955484983315	-57.8499920240403	-60.1783990221489	-50.069355128282	-55.8935600377786	-60.339212720504	-44.1079017271492	-60.3392026065481	-113.612510977038	-60.3370596175035	-58.2928153017793	-60.2185695086938	-59.4074480910653	-59.6086792083245	-59.4787526353173	-59.8454516209014	-60.339212720504	-59.9207940805061	-60.1741028814195	-74.2464036609356	433.545	33.1029832973975	33.1029832973975	-99.8620742064886	33.1029832973975	-163.138965140075	11.4746796409237		
666.723342602892	-57.8064873894766	-60.1576823022388	-50.0687678235964	-55.8317747539596	-60.339212720504	-43.9114972361662	-60.3392024949943	-113.612517596572	-60.3370386667885	-58.2731035006143	-60.2174893394074	-59.3992750710216	-59.6027263980462	-59.472053990283	-59.8417330012345	-60.339212720504	-59.9179321011702	-60.1730077346281	-73.8740985926372	433.754	39.9872956167971	39.9872956167971	-99.857295616797	39.9872956167971	-163.008361473346	11.5020900431714		
667.491200222469	-57.7618316960926	-60.1344920820758	-50.0681843998214	-55.7686942896649	-60.339212720504	-43.7115065623576	-60.3392023815751	-113.612524182513	-60.3370174080328	-58.2531032803023	-60.2163945787676	-59.3909938909453	-59.596700454893	-59.4652767914274	-59.8379721891979	-60.339212720504	-59.9150406482507	-60.1719016555701	-73.4926456839271	433.964	31.7906688301115	31.7906688301115	-99.85248701193	31.7906688301115	-162.892516114835	11.529500445419		
668.259057842047	-57.715983957936	-60.1085594082534	-50.067604857622	-55.7042822429938	-60.339212720504	-43.5078418724296	-60.3392022662483	-113.612530734861	-60.3369958351527	-58.232808940835	-60.2152849624238	-59.3826026311709	-59.5906001747341	-59.4584198052831	-59.8341685436849	-60.339212720504	-59.9121193155248	-60.1707844982504	-73.1015992398436	434.174	25.0831257673361	25.0831257673361	-99.8476712218815	25.0831257673361	-162.616227238119	11.5569108476667		
669.026915461624	-57.6689013476121	-60.0795894524229	-50.0670291976585	-55.6385009260438	-60.339212720504	-43.3004126277689	-60.3392021489708	-113.612537253617	-60.3369739419131	-58.2122146395103	-60.2141602200031	-59.374099329193	-59.5844243285281	-59.4514817740695	-59.8303214113579	-60.339212720504	-59.9091676897446	-60.1696561142283	-72.7004815950811	434.383	175.13923484966	175.13923484966	-99.8428712132963	175.13923484966	-160.834199331139	11.5843212499143		
669.794773081201	-57.6205390960589	-60.0472594282995	-50.0664574205871	-55.571311310088	-60.339212720504	-43.0891254838477	-60.339202029698	-113.612543738779	-60.336951721923	-58.1913143865862	-60.2130200749453	-59.3654819785118	-59.5781716617007	-59.4444614151147	-59.8264301263674	-60.339212720504	-59.9061853504911	-60.1685163525684	-72.2887807680072	434.593	165.080768308745	165.080768308745	-99.8380410360169	165.080768308745	-160.106838716718	11.611731652162		
