Independent Variable	Fit Peak 1	Fit Peak 2	Fit Peak 3	Fit Peak 4	Fit Peak 5	Fit Peak 6	Fit Peak 7	Fit Peak 8	Fit Peak 9	Fit Peak 10	Fit Peak 11	Fit Peak 12	Fit Peak 13	Fit Peak 14	Fit Peak 15	Fit Peak 16	Fit Peak 17	Fit Peak 18	Fit Peak 19	Fit Peak 20	Cumulative Fit Peak	Independent Variable	Regular Residual E"Smoothed Y1"	Regular Residual E"Smoothed Y1"	Fitted Y	Regular Residual E"Smoothed Y1"	Regular Residual E"Smoothed Y1"	Percentiles	Reference X	Reference Line
																													mu = -0.068995	sigma = 191.159419
604.52687541713	-100.018152806126	-99.7159300183568	-100.030077980401	-99.92891792197	-98.8753585117063	-97.5121950338066	-98.6732108784842	-100.030077980401	-99.0022200615043	-98.8738952052777	-99.3238242074853	-98.8886419631027	-98.8090227357412	-99.1589329359663	-99.2280792312589	-96.7700719778777	-99.1577729692828	-98.7707996725168	-101.122581002487	-100.030077980401	-83.3483594465413	416.74	54.9466126160842	54.9466126160842	-95.2702489797207	54.9466126160842	-190.046684224725	9.28184746111149		
605.294733036708	-100.018029636647	-99.7127972572688	-100.030077980401	-99.9279800917983	-98.8650186100921	-97.4902283344671	-98.6621331057916	-100.030077980401	-98.9944081970666	-98.865405740101	-99.3187095436399	-98.8806767357765	-98.800719376853	-99.1532758587982	-99.2231507220631	-96.7506875383437	-99.152458545559	-98.7637936797979	-101.128492965217	-100.030077980401	-83.2267182528715	416.951	51.0316687277063	51.0316687277063	-95.265305091343	51.0316687277063	-189.918779713779	9.30925786335914		
606.062590656285	-100.017904545843	-99.7096173773148	-100.030077980401	-99.9270291539813	-98.8545389899479	-97.4679729950612	-98.6509190650571	-100.030077980401	-98.9865068342659	-98.8568223652149	-99.313539090159	-98.8726278525333	-98.7923310119432	-99.147563471104	-99.218176632452	-96.7311296420781	-99.1470953286314	-98.7567290219635	-101.134453020438	-100.030077980401	-83.1037087115787	417.161	20.8658314780449	20.8658314780449	-95.2603769325906	20.8658314780449	-189.762130051153	9.3366682656068		
606.830448275862	-100.017777493476	-99.7063894283302	-100.030077980401	-99.9260648630083	-98.8439171187264	-97.445423937913	-98.6395665112674	-100.030077980401	-98.9785145991379	-98.8481436894688	-99.3083120322895	-98.8644941379363	-98.7838564764122	-99.1417950491281	-99.2131563985098	-96.7113962128093	-99.1416827183786	-98.7496050418008	-101.140461690916	-100.030077980401	-82.9793097131005	417.372	13.2272357341616	13.2272357341616	-95.2554175523435	13.2272357341616	-189.26493261097	9.36407866785445		
607.598305895439	-100.017648438248	-99.7031124360667	-100.030077980401	-99.9250869675913	-98.8331504061485	-97.4225759732304	-98.6280731529675	-100.030077980401	-98.9704300912198	-98.8393682958388	-99.3030275403433	-98.8562743958342	-98.7752945856428	-99.1359698572319	-99.208089447571	-96.6914851430976	-99.1362201054088	-98.7424210728624	-101.146519506538	-100.030077980401	-82.8534997294323	417.582	8.5677466700032	8.5677466700032	-95.2504739427307	8.5677466700032	-189.056061382706	9.3914890701021		
608.366163515017	-100.017517337766	-99.6997854014556	-100.030077980401	-99.9240952105008	-98.8222362026132	-97.3994237961223	-98.6164366511026	-100.030077980401	-98.9622518829339	-98.8304947408478	-99.2976847693668	-98.8479674089214	-98.7666441345856	-99.1300871476588	-99.2029751980564	-96.6713942937721	-99.1307068708878	-98.7351764393098	-101.152627004423	-100.030077980401	-82.7262568039157	417.792	131.813704419912	131.813704419912	-95.2455226017298	131.813704419912	-188.743515688315	9.41889947234976		
609.134021134594	-100.017384148508	-99.6964072998447	-100.030077980401	-99.9230893283959	-98.811171797558	-97.3759619835229	-98.6046546178262	-100.030077980401	-98.9539785189545	-98.82152155397	-99.2922828588029	-98.839571938287	-98.7579038973349	-99.124146160294	-99.197813059307	-96.6511214933553	-99.1251423863624	-98.7278704557542	-101.158784729046	-100.030077980401	-82.5975585407152	418.003	147.074176243474	147.074176243474	-95.2405398798378	147.074176243474	-188.524817035041	9.44630987459741		
609.901878754171	-100.017248825785	-99.6929770802076	-100.030077980401	-99.9220690516501	-98.799954417765	-97.3521849910194	-98.5927246152732	-100.030077980401	-98.9456085155575	-98.8124472370202	-99.2868209321436	-98.8310867229537	-98.7490726266937	-99.1181461224182	-99.1926024314124	-96.6306645374758	-99.1195260135796	-98.7205024270938	-101.164993232356	-100.030077980401	-82.467382093997	418.213	125.100118444846	125.100118444846	-95.2355729903009	125.100118444846	-188.390189420868	9.47372027684506		
610.669736373749	-100.017111323706	-99.6894936643245	-100.030077980401	-99.9210341041694	-98.788581225612	-97.3280871495797	-98.5806441542968	-100.030077980401	-98.9371403599516	-98.8032702635266	-99.2812980965737	-98.8225104794045	-98.7401490537283	-99.1120862484559	-99.1873427050368	-96.6100211882687	-99.1138571043031	-98.7130716483486	-101.171253073902	-100.030077980401	-82.3357041567797	418.424	116.344210976557	116.344210976557	-95.2305746129198	116.344210976557	-188.175241311592	9.50113067909272		
611.437593993326	-100.016971595136	-99.6859559459331	-100.030077980401	-99.9199842032057	-98.7770493172662	-97.3036626621776	-98.568410693168	-100.030077980401	-98.928572509592	-98.793989078087	-99.275713442605	-98.8138419010972	-98.7311318873119	-99.1059657397178	-99.1820332612406	-96.5891891737623	-99.1081350001245	-98.7055774044904	-101.177564820955	-100.030077980401	-82.202500949461	418.634	95.6737739274276	95.6737739274276	-95.225592109246	95.6737739274276	-188.12526895071	9.52854108134037		
612.205451612903	-100.016829591655	-99.6823627898482	-100.030077980401	-99.9189190591632	-98.7653557208191	-97.27890560031	-98.5560216362364	-100.030077980401	-98.9199033914741	-98.7846020957081	-99.2700660437015	-98.8050796579673	-98.7220198136573	-99.0997837841371	-99.1766734712984	-96.5681661872525	-99.1023590322712	-98.6980189702713	-101.18392904864	-100.030077980401	-82.0677482080021	418.844	87.2906017924172	87.2906017924172	-95.2206017924168	87.2906017924172	-188.022902249581	9.55595148358802		
612.973309232481	-100.016685263521	-99.6787130310492	-100.030077980401	-99.9178383753981	-98.7534973943584	-97.2538099004036	-98.5434743325516	-100.030077980401	-98.9111314014082	-98.7751077011264	-99.2643549558939	-98.796222395918	-98.7128114958379	-99.0935395559994	-99.1712626965121	-96.5469498866637	-99.0965285214091	-98.6903956100474	-101.190346340066	-100.030077980401	-81.9314211717547	419.055	69.0401252810709	69.0401252810709	-95.215579826526	69.0401252810709	-187.575425433037	9.58336188583568		
613.741166852058	-100.016538559619	-99.6750054737336	-100.030077980401	-99.9167418480122	-98.7414712239771	-97.2283693601064	-98.5307660744422	-100.030077980401	-98.9022549032735	-98.7655042481119	-99.2585792173845	-98.787268736297	-98.7035055732963	-99.0872322156665	-99.1658002880209	-96.5255378938954	-99.0906427774421	-98.6827065775991	-101.196817286457	-100.030077980401	-81.7934945709253	419.265	72.0142101602189	72.0142101602189	-95.2105737965828	72.0142101602189	-187.00526782911	9.61077228808333		
614.509024471635	-100.01638942742	-99.6712388903352	-100.030077980401	-99.9156291656382	-98.7292740217153	-97.2025776344599	-98.5178940960527	-100.030077980401	-98.8932722282517	-98.7557900587519	-99.2527378481411	-98.7782172753611	-98.6941006613416	-99.0808609092938	-99.1602855866067	-96.5039277941551	-99.084701099306	-98.6749511159484	-101.20334248729	-100.030077980401	-81.6539426136601	419.476	56.5564451003099	56.5564451003099	-95.2055360094016	56.5564451003099	-186.844759321018	9.63818269033098		
615.276882091212	-100.016237812932	-99.6674120205058	-100.030077980401	-99.914500009219	-98.7169025234331	-97.1764282319476	-98.5048555718365	-100.030077980401	-98.8841816740386	-98.7459634227166	-99.246829849481	-98.7690665837253	-98.6845953506337	-99.0744247685402	-99.1547179224946	-96.4821171352771	-99.0787027747588	-98.667128457172	-101.209922550434	-100.030077980401	-81.512738972737	419.686	94.5323323816865	94.5323323816865	-95.2005141998682	94.5323323816865	-186.443706109259	9.66559309257863		
616.04473971079	-100.016083660652	-99.6635235700583	-100.030077980401	-99.9133540517779	-98.7043533866122	-97.1499145104151	-98.4916476150021	-100.030077980401	-98.8749815040332	-98.7360225965032	-99.2408542036423	-98.7598152057996	-98.6749882066545	-99.0679229102721	-99.1490966151494	-96.4601034270253	-99.0726470801651	-98.6592378222105	-101.216558092288	-100.030077980401	-81.3698567718518	419.896	90.804575403411	90.804575403411	-95.1954844943202	90.804575403411	-186.352266123984	9.69300349482629		
616.812597330367	-100.015926913512	-99.65957220987	-100.030077980401	-99.9121909581814	-98.6916231880819	-97.1230296728573	-98.4782672759131	-100.030077980401	-98.8656699465048	-98.725965802661	-99.2348098733454	-98.7504616592096	-98.6652777691663	-99.0613544362596	-99.143420973068	-96.4378841403817	-99.0665332802768	-98.6512784206745	-101.22324973793	-100.030077980401	-81.2252685714843	420.107	91.7304228684709	91.7304228684709	-95.1904228684709	91.7304228684709	-186.317043605093	9.72041389707394		
617.580454949944	-100.015767512829	-99.6555565747441	-100.030077980401	-99.9110103848945	-98.6787084216689	-97.0957667630675	-98.4647115404378	-100.030077980401	-98.8562451937347	-98.7157912289942	-99.2286958013413	-98.7410044342039	-98.6554625516561	-99.0547184328654	-99.1376902935658	-96.4154567068199	-99.0603606280085	-98.6432494506453	-101.229998121259	-100.030077980401	-81.0789463543272	420.317	98.2417409193963	98.2417409193963	-95.1853772830329	98.2417409193963	-186.124764719122	9.74782429932159		
618.348312569522	-100.01560539825	-99.6514752622278	-100.030077980401	-99.9098119797256	-98.6656054957661	-97.0681186611431	-98.4509773282498	-100.030077980401	-98.8467054011351	-98.7054970277428	-99.2225109099489	-98.7314419930447	-98.6455410407662	-99.0480139707267	-99.1319038625594	-96.3928185175609	-99.0541283642068	-98.6351500984731	-101.236803885147	-100.030077980401	-80.930861510265	420.527	114.433960114986	114.433960114986	-95.1803237513495	114.433960114986	-185.890999109212	9.77523470156924		
619.116170189099	-100.015440507689	-99.6473268313848	-100.030077980401	-99.9085953815638	-98.6523107308171	-97.0400780788432	-98.4370614910741	-100.030077980401	-98.8370486863416	-98.6950813147416	-99.2162541005781	-98.7217727693828	-98.6355116957102	-99.0412401044291	-99.1260609543438	-96.3699669228141	-99.0478357174162	-98.6269795385701	-101.243667681593	-100.030077980401	-80.7809848208838	420.738	122.807056317001	122.807056317001	-95.1752381351828	122.807056317001	-185.115171323111	9.8026451038169		
619.884027808676	-100.015272777273	-99.6431098015201	-100.030077980401	-99.9073602201063	-98.6388203567153	-97.0116375547907	-98.4229608108804	-100.030077980401	-98.8272731282797	-98.6845421685552	-99.2099242532416	-98.7119951676171	-98.6253729476739	-99.0343958721723	-99.1201608313647	-96.3468992310007	-99.041481903638	-98.6187369331992	-101.250590171877	-100.030077980401	-80.6292864434963	420.948	48.5165322588696	48.5165322588696	-95.1701686225063	48.5165322588696	-184.926977214287	9.83005550606455		
620.651885428254	-100.015102141278	-99.6388226508559	-100.030077980401	-99.9061061155757	-98.6251305101107	-96.9827894495155	-98.4086719980191	-100.030077980401	-98.817376766204	-98.6738776295889	-99.2035202260525	-98.7021075622363	-98.6151231992012	-99.0274802954282	-99.1142027439856	-96.3236127079605	-99.0350661260846	-98.6104214322593	-101.257572026719	-100.030077980401	-80.4757358946654	421.158	46.0905456584056	46.0905456584056	-95.1650911129516	46.0905456584056	-184.049708978032	9.85746590831221		
621.419743047831	-100.014928532062	-99.634463815155	-100.030077980401	-99.9048326784282	-98.6112372316243	-96.9535259403307	-98.394191689299	-100.030077980401	-98.8073575987104	-98.6630856991756	-99.1970408547075	-98.6921082971436	-98.6047608235642	-99.0204923785903	-99.1081859302492	-96.30010457614	-99.0285875749277	-98.6020321730651	-101.26461392644	-100.030077980401	-80.3203020332046	421.368	56.8845510441226	56.8845510441226	-95.1600055895765	56.8845510441226	-183.950005236292	9.88487631055986		
622.187600667408	-100.01475188	-99.6300316862903	-100.030077980401	-99.9035395090495	-98.597136462964	-96.9238390160365	-98.3795164460053	-100.030077980401	-98.7972135827182	-98.6521643386355	-99.1904849519572	-98.6819956849641	-98.594284164117	-99.0134311086143	-99.1021096156337	-96.2763720137641	-99.0220454270411	-98.5935682801229	-101.271716561133	-100.030077980401	-80.1629530426376	421.579	49.8048877611375	49.8048877611375	-95.1548877611374	49.8048877611375	-183.404256812161	9.91228671280751		
622.955458286986	-100.014572113412	-99.6255246107579	-100.030077980401	-99.9022261974416	-98.5828240439384	-96.8937204714437	-98.3646427518537	-100.030077980401	-98.7869426324232	-98.6411114683112	-99.1838513070605	-98.6717680063326	-98.5836915336326	-99.0062954546507	-99.0959730128034	-96.2524121539874	-99.015438845737	-98.5850288649013	-101.278880630823	-100.030077980401	-80.0036564131008	421.789	66.55524066621	66.55524066621	-95.1497861207561	66.55524066621	-182.318906959909	9.93969711505516		
623.723315906563	-100.01438915849	-99.620940888131	-100.030077980401	-99.9008923228964	-98.5682957093653	-96.8631619017119	-98.3495670108806	-100.030077980401	-98.7765426182194	-98.6299249665737	-99.1771386852245	-98.6614235091636	-98.572981213623	-98.9990843676669	-99.089775321353	-96.2282220840277	-99.0087669804968	-98.5764130255978	-101.286106845645	-100.030077980401	-79.8423789226583	421.999	53.891040051742	53.891040051742	-95.1446764153784	53.891040051742	-182.202175114009	9.96710751730282		
624.49117352614	-100.014202939223	-99.6162787694517	-100.030077980401	-99.8995374536585	-98.5535470858699	-96.8321546964935	-98.3342855452656	-100.030077980401	-98.7660113655891	-98.6186026688016	-99.1703458270284	-98.6509604079017	-98.562151453641	-98.9917967800616	-99.0835157275468	-96.2037988442793	-99.002028966695	-98.5677198468998	-101.293395926021	-100.030077980401	-79.6790866180183	422.209	58.166831355155	58.166831355155	-95.1395586278827	58.166831355155	-181.983204029907	9.99451791955047		
625.259031145717	-100.014013377314	-99.6115364555584	-100.030077980401	-99.898161146575	-98.5385736885679	-96.8006900338765	-98.3187945930839	-100.030077980401	-98.7553466539598	-98.6071423663302	-99.1634714478313	-98.6403768827507	-98.5512004705647	-98.9844316052681	-99.0771934040512	-96.1791394274072	-98.9952239253171	-98.5589483997408	-101.300748602832	-100.030077980401	-79.5137447946195	422.419	67.4698872865536	67.4698872865536	-95.1344327410989	67.4698872865536	-181.947382930201	10.0219283217981		
626.026888765295	-100.013820392101	-99.606712095345	-100.030077980401	-99.8967629467319	-98.5233709176295	-96.7687588741183	-98.303090305987	-100.030077980401	-98.7445462155274	-98.5955418053711	-99.1565142371635	-98.6296710788833	-98.5401264478621	-98.9769877373486	-99.0708075096608	-96.1542407774194	-98.9883509626708	-98.5500977410514	-101.308165617607	-100.030077980401	-79.3463179760695	422.63	36.7465469980068	36.7465469980068	-95.1292742707342	36.7465469980068	-181.557324381734	10.0493387240458		
626.794746384872	-100.013623900469	-99.6018037839503	-100.030077980401	-99.8953423870781	-98.5079340547189	-96.7363519531609	-98.287168746808	-100.030077980401	-98.7336077340432	-98.5837986859001	-99.1494728581004	-98.6188411056286	-98.5289275348371	-98.9694640505782	-99.0643571890185	-96.1290997887195	-98.9814091700903	-98.5411669135055	-101.315647722707	-100.030077980401	-79.1767698929048	422.84	32.8323139130943	32.8323139130943	-95.1241320949123	32.8323139130943	-181.193477917743	10.0767491262934		
627.562604004449	-100.013423816756	-99.5968095608718	-100.030077980401	-99.8938989880339	-98.4922582593042	-96.7034597759215	-98.2710258870891	-100.030077980401	-98.7225288435654	-98.5719106605139	-99.1423459466184	-98.6078850356383	-98.5176018458551	-98.961859399018	-99.0578415723287	-96.1037133051364	-98.9743976236335	-98.5321549452602	-101.323195681518	-100.030077980401	-79.0050634606528	423.05	38.2262544952113	38.2262544952113	-95.1189817679383	38.2262544952113	-179.978298793762	10.1041595285411		
628.330461624027	-100.013220052665	-99.5917274080033	-100.030077980401	-99.8924322570857	-98.4763385648319	-96.6700726093466	-98.2546576045285	-100.030077980401	-98.7113071271721	-98.5598753332526	-99.135132110933	-98.5968009040292	-98.5061474595486	-98.9541726160777	-99.0512597750638	-96.078078118933	-98.9673153837722	-98.5230608496909	-101.33081026864	-100.030077980401	-78.8311607571643	423.26	154.58291418155	154.58291418155	-95.1138232724595	154.58291418155	-179.955686135638	10.1315699307887		
629.098319243604	-100.013012517161	-99.5865552475897	-100.030077980401	-99.8909416883644	-98.4601698747613	-96.6361804752222	-98.2380596803434	-100.030077980401	-98.6999401156355	-98.5476902583885	-99.1278299308175	-98.5855867075029	-98.494562418001	-98.9464025140676	-99.0446108976637	-96.052190969791	-98.9601614950751	-98.5138836251204	-101.33849227009	-100.030077980401	-78.6550229991863	423.47	158.859565681983	158.859565681983	-95.1086565910746	158.859565681983	-179.891430300581	10.1589803330364		
629.866176863181	-100.012801116372	-99.5812909400982	-100.030077980401	-99.889426762209	-98.4437469584521	-96.6017731427283	-98.2212277965465	-100.030077980401	-98.6884252860559	-98.5353529391796	-99.1204379569021	-98.5742404034411	-98.4828447259088	-98.938547883738	-99.037894025228	-96.0260485437734	-98.9529349858828	-98.5046222545426	-101.346242483502	-100.030077980401	-78.4766105181516	423.681	151.034366135286	151.034366135286	-95.1034570443765	151.034366135286	-178.53770192283	10.186390735284		
630.634034482759	-100.012585753477	-99.5759322819985	-100.030077980401	-99.8878869447119	-98.4270644468982	-96.5668401207297	-98.2041575331316	-100.030077980401	-98.676760060453	-98.5228608265859	-99.1129547099529	-98.5627599089762	-98.4709923497219	-98.9306074938082	-99.0311082272011	-95.9996474722623	-98.9456348679754	-98.4952757053393	-101.354061718336	-100.030077980401	-78.2958827351501	423.891	166.481910263242	166.481910263242	-95.0982738996056	166.481910263242	-178.459015457911	10.2138011375317		
631.401892102336	-100.0123663286	-99.5704770034507	-100.030077980401	-99.8863216872477	-98.4101168283034	-96.5313706497898	-98.1868443651664	-100.030077980401	-98.6649418043146	-98.5102113179486	-99.1053786801302	-98.5511431000357	-98.4590032167593	-98.9225800904823	-99.0242525570495	-95.9729843308721	-98.9382601362316	-98.485842928992	-101.361950796085	-100.030077980401	-78.1127981350501	424.101	43.4130825163641	43.4130825163641	-95.0930825163641	43.4130825163641	-178.399252655594	10.2412115397793		
632.169749721913	-100.012142738687	-99.5649227658945	-100.030077980401	-99.8847304259833	-98.3928984434897	-96.4953536938982	-98.1692836597878	-100.030077980401	-98.6529678251001	-98.4974017556292	-99.0977083262245	-98.5393878103606	-98.4468752143026	-98.9144643969534	-99.0173260519309	-95.9460556383375	-98.9308097682806	-98.476322860787	-101.369910550493	-100.030077980401	-77.9273142397303	424.311	29.2578828770655	29.2578828770655	-95.0878828770658	29.2578828770655	-178.337923265673	10.268621942027		
632.937607341491	-100.011914877388	-99.5592671595356	-100.030077980401	-99.8831125813689	-98.3754034811323	-96.4587779318987	-98.1514706730959	-100.030077980401	-98.6408353706979	-98.4844294256092	-99.089942074871	-98.5274918304959	-98.4346061886634	-98.9062591128945	-99.0103277323567	-95.9188578553763	-98.9232827241442	-98.4667144195137	-101.377941827774	-100.030077980401	-77.7393875804078	424.521	-74.2618704904712	-74.2618704904712	-95.0826749640739	-74.2618704904712	-178.224967869366	10.2960323442747		
633.705464961068	-100.011682634929	-99.5535077007237	-100.030077980401	-99.8814675576093	-98.3576259728141	-96.4216317486059	-98.1334005469437	-100.030077980401	-98.6285416278338	-98.4712915560471	-99.0820783197406	-98.5154529067529	-98.4221939442263	-98.8979629139362	-99.0032566018445	-95.8913873835238	-98.9156779458712	-98.4570165071569	-101.386045486837	-100.030077980401	-77.5489736689876	424.731	-83.0170866948379	-83.0170866948379	-95.0774587597073	-83.0170866948379	-177.958570806292	10.3234427465223		
634.473322580645	-100.011445897977	-99.5476418292177	-100.030077980401	-99.8797947421135	-98.3395597878903	-96.3839032255976	-98.1150683056177	-100.030077980401	-98.6160837204301	-98.4579853157924	-99.0741154207067	-98.5032687401429	-98.4096362424651	-98.889574451131	-98.9961116465632	-95.8636405639415	-98.9079943571628	-98.4472280085823	-101.394222399514	-100.030077980401	-77.3560269684363	424.941	-44.4841293901279	-44.4841293901279	-95.0722342462359	-44.4841293901279	-177.450795226412	10.35085314877		
635.241180200223	-100.011204549498	-99.5416669053318	-100.030077980401	-99.8780935049233	-98.3211986281557	-96.3455801316691	-98.0964688524056	-100.030077980401	-98.6034587079135	-98.444507812855	-99.0660517029882	-98.49093698528	-98.3969308009323	-98.8810923504037	-98.9888918349695	-95.8356136761973	-98.9002308629882	-98.4373477912146	-101.402473450793	-100.030077980401	-77.1605008621109	425.151	-51.378453139574	-51.378453139574	-95.0670014058805	-51.378453139574	-177.268412945905	10.3782635510176		
636.0090378198	-100.010958468619	-99.5355802069561	-100.030077980401	-99.8763631981188	-98.3025360223073	-96.3066499129352	-98.0775969660458	-100.030077980401	-98.5906635834683	-98.4308560928282	-99.0578854562664	-98.4784552492528	-98.3840752922203	-98.8725152119873	-98.9815961174347	-95.807302937016	-98.8923863491914	-98.4273747047095	-101.410799539061	-100.030077980401	-76.962347622009	425.361	-49.3364215973653	-49.3364215973653	-95.0617602208165	-49.3364215973653	-176.50711806344	10.4056739532653		
636.776895439377	-100.010707530463	-99.5293789264469	-100.030077980401	-99.8746031551997	-98.2835653201893	-96.2670996825651	-98.0584472970559	-100.030077980401	-98.5776952722349	-98.4170271372632	-99.0496149337753	-98.4658210904652	-98.3710673428943	-98.8638416098435	-98.9742234258632	-95.778704499001	-98.8844596820882	-98.4173075806171	-101.419201576342	-100.030077980401	-76.7615183758994	425.571	-65.3534893268306	-65.3534893268306	-95.0565106731694	-65.3534893268306	-176.479831485629	10.4330843555129		
637.544753058954	-100.010451606002	-99.5230601673781	-100.030077980401	-99.872812690442	-98.2642796868155	-96.2269162101344	-98.0390143639328	-100.030077980401	-98.5645506294506	-98.4030178619951	-99.0412383513652	-98.4530320174422	-98.3579045323954	-98.8550700910691	-98.9667726733007	-95.7498144493258	-98.8764497080531	-98.4071452320391	-101.427680488552	-100.030077980401	-76.5579630732836	425.781	-111.5305654368	-111.5305654368	-95.051252745018	-111.5305654368	-176.243019837354	10.4604947577606		
638.312610678532	-100.010190561878	-99.5166209411487	-100.030077980401	-99.8709910982281	-98.2446720961552	-96.1860859105775	-98.0192925492216	-100.030077980401	-98.551226438531	-98.3888251154161	-99.0327538865378	-98.4400854876027	-98.3445843919126	-98.8461991752855	-98.9592427535334	-95.7206288083923	-98.8683552530957	-98.3968864532778	-101.436237215747	-100.030077980401	-76.3516304501322	425.991	-113.584013581609	-113.584013581609	-95.0459864183913	-113.584013581609	-176.056910865127	10.4879051600082		
639.080468298109	-100.009924260235	-99.5100581634369	-100.030077980401	-99.8691376523501	-98.2247353246738	-96.1445948327244	-97.9992760954473	-100.030077980401	-98.5377194090888	-98.3744456766969	-99.0241596774521	-98.4269789059967	-98.3311044032238	-98.8372273540128	-98.951632540677	-95.6911435284601	-98.8601751224272	-98.3865300194772	-101.44487271239	-100.030077980401	-76.1424679923612	426.201	-137.048379233821	-137.048379233821	-95.0407116752701	-137.048379233821	-174.565869767233	10.5153155622559		
639.848325917686	-100.00965255853	-99.5033686504945	-100.030077980401	-99.867251605284	-98.2044619446171	-96.1024286474019	-97.9789591009031	-100.030077980401	-98.5240261748893	-98.3598762539524	-99.0154538219002	-98.4137096240058	-98.3174619975042	-98.8281530900263	-98.9439408887549	-95.6613544922397	-98.8519081000154	-98.3760746862564	-101.453587947612	-100.030077980401	-75.9304218979776	426.411	-19.9472987751401	-19.9472987751401	-95.0354284975872	-19.9472987751401	-174.540393491894	10.5427259645035		
640.616183537264	-100.009375309343	-99.4965491152728	-100.030077980401	-99.8653321874337	-98.1838443170259	-96.0595726350825	-97.9583355152902	-100.030077980401	-98.5101432917393	-98.34511348235	-99.0066343762515	-98.4002749380059	-98.3036545541001	-98.8189748166967	-98.9361666312666	-95.6312575114535	-98.8435529481291	-98.3655191893347	-101.462383905482	-100.030077980401	-75.7154370378482	426.621	0.713773230862714	0.713773230862714	-95.030136867226	0.713773230862714	-174.517059388501	10.5701363667512		
641.384041156841	-100.009092360175	-99.4895961633709	-100.030077980401	-99.8633786063439	-98.1628745844707	-96.0160116730596	-97.9373991352035	-100.030077980401	-98.4960672353061	-98.3301539221598	-98.9976993543649	-98.3866720879907	-98.2896793992689	-98.8096909373119	-98.928308580745	-95.6008483253615	-98.8351084068704	-98.3548622441479	-101.471261585288	-100.030077980401	-75.4974569150297	426.831	90.0739276751126	90.0739276751126	-95.0248367660213	90.0739276751126	-174.494948794006	10.5975467689988		
642.151898776418	-100.008803553233	-99.4825062887971	-100.030077980401	-99.8613900458803	-98.1415446634915	-95.9717302221286	-97.9161435994556	-100.030077980401	-98.4817943988663	-98.3149940567427	-98.9886467264673	-98.3728982561555	-98.275533804883	-98.8002998243809	-98.9203655283021	-95.5701225992511	-98.8265731936959	-98.3441025454565	-101.480222001819	-100.030077980401	-75.2764236225978	427.041	85.7868009030312	85.7868009030312	-95.019528175759	85.7868009030312	-174.152061160474	10.6249571712465		
642.919756395996	-100.00850872521	-99.4752758695338	-100.030077980401	-99.8593656653741	-98.1198462367304	-95.9267123127516	-97.8945623842337	-100.030077980401	-98.467321090979	-98.2996302904757	-98.9794744179976	-98.3589505654389	-98.261214987096	-98.790799818918	-98.9123362431638	-95.5390759228897	-98.8179460029253	-98.3332387669444	-101.489266185651	-100.030077980401	-75.052277799904	427.251	69.3978474418097	69.3978474418097	-95.0142110781737	69.3978474418097	-173.960921139128	10.6523675734941		
643.687614015573	-100.008207707051	-99.4679011628949	-100.030077980401	-99.8573045987315	-98.097770744742	-95.8809415306851	-97.8726487980823	-100.030077980401	-98.4526435330826	-98.2840589466117	-98.9701803084146	-98.3448260780208	-98.2467201049716	-98.7811892297089	-98.9042194721921	-95.5077038089405	-98.8092255052371	-98.3222695608096	-101.498395183446	-100.030077980401	-74.8249585872134	427.461	75.3507036367703	75.3507036367703	-95.0088854549529	75.3507036367703	-173.845415887337	10.6797779757418		
644.45547163515	-100.007900323705	-99.4603783006654	-100.030077980401	-99.8552059535048	-98.0753093774654	-95.8344010020421	-97.8503959767036	-100.030077980401	-98.4377578570116	-98.2682762650704	-98.9607622299676	-98.3305217937773	-98.2320462590716	-98.7714663325551	-98.8960139393961	-95.4760016913377	-98.8004103471528	-98.3111935573438	-101.507610058253	-100.030077980401	-74.5944035786147	427.671	-44.1809941668129	-44.1809941668129	-95.003551287733	-44.1809941668129	-173.834742125968	10.7071883779894		
645.223329254728	-100.007586393872	-99.4527032840102	-100.030077980401	-99.853068809923	-98.0524530653448	-95.7870733777676	-97.8277968775692	-100.030077980401	-98.4226601024296	-98.2522784001596	-98.9512179664287	-98.316034648688	-98.2171904900047	-98.7616293694992	-98.8877183454294	-95.4439649236229	-98.791499150506	-98.3000093645042	-101.516911889818	-100.030077980401	-74.3605487731675	427.881	-39.1599732600801	-39.1599732600801	-94.9982085581019	-39.1599732600801	-173.768185134897	10.7345987802371		
645.991186874305	-100.007265729728	-99.4448719781407	-100.030077980401	-99.8508922198816	-98.0291924700774	-95.7389408174995	-97.8048442743342	-100.030077980401	-98.407346214177	-98.2360614182224	-98.941545251785	-98.3013615131966	-98.2021497769313	-98.7516765480272	-98.8793313670757	-95.4115887772402	-98.7824905118994	-98.2887155674742	-101.526301774893	-100.030077980401	-74.1233285241747	428.091	14.2683117930501	14.2683117930501	-94.9928572475953	14.2683117930501	-173.626760761704	10.7620091824848		
646.759044493882	-100.006938136643	-99.4368801067248	-100.030077980401	-99.8486752058876	-98.0055179749753	-95.6899849727847	-97.7815307510469	-100.030077980401	-98.3918120395276	-98.2196212952101	-98.9317417688895	-98.286499190522	-98.1869210360259	-98.7416060402503	-98.8708516567195	-95.3788684397884	-98.7733830021469	-98.2773107282149	-101.53578082757	-100.030077980401	-73.8826754865181	428.301	9.7947700649749	9.7947700649749	-94.9874973377025	9.7947700649749	-173.436601752972	10.7894195847324		
