Independent Variable,Fit Peak 1,Fit Peak 2,Fit Peak 3,Fit Peak 4,Fit Peak 5,Fit Peak 6,Fit Peak 7,Fit Peak 8,Fit Peak 9,Fit Peak 10,Fit Peak 11,Fit Peak 12,Fit Peak 13,Fit Peak 14,Fit Peak 15,Fit Peak 16,Fit Peak 17,Fit Peak 18,Fit Peak 19,Fit Peak 20,Fit Peak 21,Fit Peak 22,Fit Peak 23,Cumulative Fit Peak,Independent Variable,Regular Residual E"Smoothed Y1",Regular Residual E"Smoothed Y1",Fitted Y,Regular Residual E"Smoothed Y1",Regular Residual E"Smoothed Y1",Percentiles,Reference X,Reference Line
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mu = -0.111565,sigma = 159.985562
460.937500556174,-85.8543620836879,-85.8543716390817,-85.6166744273799,-85.5498521167776,-86.0995971870084,-85.752910574551,-85.5527287694679,-85.43986927365,-85.5587204767464,-85.610214060062,-85.6563353799872,-85.6929261413681,-85.7036011684831,-85.7258867436724,-85.7353691114623,-85.7511805163396,-85.8256123712761,-85.762592211013,-85.818559872461,-85.8543716390817,-85.8543716390817,-85.854370436782,-85.7774273645574,-83.1057291441809,377.191,22.6875729360767,22.6875729360767,-84.047572936076,22.6875729360767,-249.457947580114,4.15610224080038,,
461.705358175751,-85.8543620331714,-85.8543716390817,-85.6155109422043,-85.548395222664,-86.1008655129825,-85.7524402686494,-85.5513660496982,-85.4380315575491,-85.557429087966,-85.6091637224969,-85.6554965208007,-85.6922536080567,-85.7029789129826,-85.7253610184968,-85.7348894251276,-85.7507705369024,-85.8255002561497,-85.7622411448433,-85.8184270520352,-85.8543716390817,-85.8543716390817,-85.8543704325509,-85.7771376077298,-83.0939297705054,377.403,28.4576586640856,28.4576586640856,-84.0458404822666,28.4576586640856,-248.394560081826,4.18351264304804,,
462.473215795328,-85.8543619822532,-85.8543716390817,-85.6143388916214,-85.5469278486419,-86.1021439400034,-85.7519666847084,-85.5499940734472,-85.4361815922665,-85.5561292191046,-85.6081065922426,-85.6546523200886,-85.6915768634096,-85.7023527965899,-85.7248320599442,-85.7344068325353,-85.7503581091962,-85.825387484053,-85.7618880603978,-85.8182934912348,-85.8543716390817,-85.8543716390817,-85.8543704282974,-85.7768462109829,-83.0820543384664,377.616,14.4913700731306,14.4913700731306,-84.0440973458578,14.4913700731306,-247.442187339735,4.21092304529569,,
463.241073414905,-85.8543619309289,-85.8543716390817,-85.6131581913295,-85.5454498939594,-86.1034325766418,-85.7514897921893,-85.5486127566796,-85.4343192686928,-85.5548207957475,-85.6070426105964,-85.6538027324019,-85.6908958721899,-85.7017227872923,-85.7242998414447,-85.7339213101601,-85.7499432136873,-85.8252740498422,-85.7615329421749,-85.8181591845463,-85.8543716390817,-85.8543716390817,-85.8543704240213,-85.7765531619174,-83.0701021938912,377.828,27.5223598895268,27.5223598895268,-84.0423598895266,27.5223598895268,-247.433394171342,4.23833344754334,,
464.008931034483,-85.8543618791943,-85.8543716390817,-85.6119687559871,-85.5439612566508,-86.1047315328991,-85.7510095601969,-85.5472220144043,-85.4324444765008,-85.553503742662,-85.6059717182199,-85.6529477118074,-85.690210598792,-85.7010888527443,-85.7237643361544,-85.733432834238,-85.749525830647,-85.8251599483234,-85.7611757745243,-85.8180241264045,-85.8543716390817,-85.8543716390817,-85.8543704197226,-85.7762584480169,-83.0580726755379,378.04,33.2915290215353,33.2915290215353,-84.0406199306262,33.2915290215353,-245.769570517308,4.265743849791,,
464.77678865406,-85.8543618270449,-85.8543716390817,-85.6107704991971,-85.5424618335194,-86.1060409202276,-85.7505259574744,-85.5458217606612,-85.4305571041294,-85.5521779837864,-85.6048938551311,-85.6520872118811,-85.6895210072359,-85.7004509602642,-85.7232255169529,-85.7329413807638,-85.7491059401489,-85.8250451742513,-85.7608165416447,-85.8178883111925,-85.8543716390817,-85.8543716390817,-85.854370415401,-85.7759620566458,-83.0459651150011,378.253,85.9779601483128,85.9779601483128,-84.0388692392223,85.9779601483128,-243.528929326265,4.29315425203865,,
465.544646273637,-85.8543617744763,-85.8543716390817,-85.6095633334914,-85.5409515201192,-86.1073608515522,-85.7500389523986,-85.5444119085079,-85.4286570387668,-85.5508434422192,-85.6038089606955,-85.6512211857021,-85.6888270611631,-85.6998090768288,-85.7226833564393,-85.7324469254879,-85.7486835220665,-85.8249297223292,-85.7604552275822,-85.8177517332407,-85.8543716390817,-85.8543716390817,-85.8543704110565,-85.775663975049,-83.0337788366198,378.465,49.4862151579894,49.4862151579894,-84.0371242488984,49.4862151579894,-242.112129209575,4.3205646542863,,
466.312503893215,-85.854361721484,-85.8543716390817,-85.6083471703149,-85.539430210737,-86.1086914412918,-85.7495485129742,-85.542992370006,-85.4267441663337,-85.5495000402078,-85.6027169736182,-85.6503495858462,-85.6881287238313,-85.6991631690703,-85.722137826929,-85.7319494439131,-85.7482585560713,-85.8248135872081,-85.7600918162285,-85.8176143868262,-85.8543716390817,-85.8543716390817,-85.8543704066887,-85.7753641903493,-83.0215131573771,378.678,63.8199139471501,63.8199139471501,-84.0353684926035,63.8199139471501,-241.706249336628,4.34797505653395,,
467.080361512792,-85.8543616680635,-85.8543716390817,-85.6071219200094,-85.5378977983737,-86.1100328053809,-85.7490546068291,-85.5415630562078,-85.4248183714665,-85.5481476991372,-85.6016178319344,-85.6494723643793,-85.6874259581103,-85.6985132032708,-85.7215889004501,-85.731448911292,-85.7478310216298,-85.824696763486,-85.7597262913192,-85.8174762661725,-85.8543716390817,-85.8543716390817,-85.8543704022976,-85.7750626895472,-83.0091673868044,378.89,96.772709360549,96.772709360549,-84.0336184514576,96.772709360549,-240.702727941884,4.37538545878161,,
467.848219132369,-85.85436161421,-85.8543716390817,-85.6058874917964,-85.5363541747257,-86.1113850612915,-85.748557201209,-85.540123877142,-85.4228795374993,-85.5467863395185,-85.6005114730015,-85.6485894728509,-85.6867187264763,-85.697859145359,-85.7210365487396,-85.7309453026237,-85.7474008980011,-85.8245792457075,-85.7593586364319,-85.8173373654486,-85.8543716390817,-85.8543716390817,-85.8543703978829,-85.7747594595185,-82.9967408268817,379.103,78.5245848834636,78.5245848834636,-84.0318576107359,78.5245848834636,-240.161389786022,4.40279586102926,,
468.616076751947,-85.854361559919,-85.8543716390817,-85.6046437937612,-85.5347992301658,-86.1127483280559,-85.7480562629713,-85.5386747417999,-85.4209275464468,-85.5454158809774,-85.5993978334895,-85.6477008622873,-85.6860069910071,-85.6972009609048,-85.7204807432402,-85.7304385926506,-85.7469681642348,-85.8244610283631,-85.7589888349845,-85.8171976787686,-85.8543716390817,-85.8543716390817,-85.8543703934446,-85.7744544870136,-82.9842327719339,379.315,81.1291934083663,81.1291934083663,-84.0301024992755,81.1291934083663,-239.791915402721,4.43020626327691,,
469.383934371524,-85.8543615051856,-85.8543716390817,-85.6033907328351,-85.5332328537232,-86.114122726289,-85.7475517585805,-85.5372155581205,-85.418962278986,-85.544036242242,-85.5982768493724,-85.6468064831851,-85.6852907133775,-85.6965386151152,-85.719921455096,-85.7299287558554,-85.746532799168,-85.8243421058884,-85.758616870233,-85.8170572001909,-85.8543716390817,-85.8543716390817,-85.8543703889825,-85.7741477586555,-82.9716425085294,379.527,57.85470848767,57.85470848767,-84.0283448513064,57.85470848767,-239.45454949407,4.45761666552457,,
470.151791991101,-85.854361450005,-85.8543716390817,-85.6021282147782,-85.5316549330646,-86.1155083782114,-85.747043654102,-85.5357462329762,-85.4169836144382,-85.5426473411308,-85.5971484559186,-85.6459062855038,-85.6845698548533,-85.69587207283,-85.7193586551496,-85.7294157664577,-85.7460947814228,-85.8242224726636,-85.7582427252699,-85.8169159237176,-85.8543716390817,-85.8543716390817,-85.8543703844963,-85.7738392609386,-82.9589693153757,379.74,58.2256672622248,58.2256672622248,-84.026576353134,58.2256672622248,-238.78084417482,4.48502706777222,,
470.919649610679,-85.8543613943724,-85.8543716390817,-85.6008561441616,-85.5300653544732,-86.1169054076726,-85.7465319151965,-85.534266672158,-85.41499143075,-85.5412490945409,-85.5960125876819,-85.6450002186593,-85.6838443762869,-85.6952012985164,-85.7187923139374,-85.728899598411,-85.7456540894039,-85.8241021230129,-85.7578663830222,-85.816773843294,-85.8543716390817,-85.8543716390817,-85.8543703799859,-85.7735289802274,-82.9462124632121,379.952,61.7611772418225,61.7611772418225,-84.0248136054588,61.7611772418225,-236.22311923403,4.51243747001987,,
471.687507230256,-85.8543613382828,-85.8543716390817,-85.5995744243496,-85.5284640028286,-86.1183139401745,-85.7460165071144,-85.5327767803602,-85.4129856044751,-85.5398414184349,-85.5948691784917,-85.6440882315165,-85.6831142381112,-85.6945262562649,-85.7182224016862,-85.7283802253991,-85.7452107012957,-85.8239810512036,-85.7574878262494,-85.8166309528077,-85.8543716390817,-85.8543716390817,-85.8543703754511,-85.7732169027547,-82.9333712146997,380.164,46.120321033834,46.120321033834,-84.0230483065609,46.120321033834,-236.098942851494,4.53984787226752,,
472.455364849833,-85.8543612817312,-85.8543716390817,-85.5982829574808,-85.5268507615862,-86.1197341028954,-85.7454973946895,-85.5312764611651,-85.4109660107549,-85.5384242278288,-85.5937181614436,-85.6431702723822,-85.6823794003349,-85.693846909784,-85.7176488883094,-85.727857620833,-85.7447645950596,-85.8238592514456,-85.7571070375417,-85.8164872460884,-85.8543716390817,-85.8543716390817,-85.8543703708918,-85.77290301462,-82.9204448243138,380.377,28.2449084701537,28.2449084701537,-84.0212721065172,28.2449084701537,-235.392757843578,4.56725827451518,,
473.22322246941,-85.8543612247124,-85.8543716390817,-85.5969816444501,-85.5252255127556,-86.1211660247143,-85.7449745423334,-85.5297656170274,-85.4089325232988,-85.536997436779,-85.5925594688895,-85.6422462889977,-85.6816398225367,-85.6931632223959,-85.7170717434029,-85.7273317578474,-85.7443157484316,-85.8237367178905,-85.7567239993178,-85.8163427169065,-85.8543716390817,-85.8543716390817,-85.8543703663078,-85.7725873017883,-82.907432538231,380.589,41.6476834964914,41.6476834964914,-84.0195016783098,41.6476834964914,-231.517461586991,4.59466867676283,,
473.991080088988,-85.8543611672214,-85.8543716390817,-85.595670384889,-85.523588136879,-86.1226098362352,-85.7444479140291,-85.5282441492585,-85.406885014365,-85.535560958369,-85.5913930324276,-85.6413162285314,-85.6808954638595,-85.6924751570309,-85.7164909362407,-85.7268026092971,-85.7438641389189,-85.8236134446313,-85.7563386938227,-85.8161973589733,-85.8543716390817,-85.8543716390817,-85.8543703616989,-85.7722697500882,-82.8943335942145,380.801,73.6677286840591,73.6677286840591,-84.0177286840587,73.6677286840591,-228.853143005313,4.62207907901048,,
474.758937708565,-85.8543611092528,-85.8543716390817,-85.5943490771467,-85.5219385130096,-86.1240656698117,-85.7439174733252,-85.5267119580099,-85.4048233547398,-85.5341147046968,-85.5902187828926,-85.6403800375712,-85.6801462830054,-85.6917826762229,-85.7159064357716,-85.7262701477537,-85.7434097437977,-85.8234894257012,-85.7559511031263,-85.8160511659394,-85.8543716390817,-85.8543716390817,-85.8543703570649,-85.7719503452106,-82.881147221497,381.014,86.5132174646737,86.5132174646737,-84.0159447374006,86.5132174646737,-228.457867549588,4.64948948125814,,
475.526795328142,-85.8543610508015,-85.8543716390817,-85.5930176182701,-85.5202765186891,-86.1255336595728,-85.743383183329,-85.5251689422574,-85.4027474137177,-85.5326585868606,-85.5890366503449,-85.6394376621171,-85.6793922382292,-85.6910857421039,-85.7153182106142,-85.7257343455021,-85.74295254011,-85.8233646550732,-85.7555612091205,-85.8159041313949,-85.8543716390817,-85.8543716390817,-85.8543703524057,-85.7716290727067,-82.8678726406683,381.226,46.854166584021,46.854166584021,-84.0141665840208,46.854166584021,-224.912889918051,4.67689988350579,,
476.29465294772,-85.854360991862,-85.8543716390817,-85.5916759039839,-85.5186020299249,-86.1270139414477,-85.7428450067005,-85.5236149997842,-85.4006570590806,-85.531192514946,-85.5878465640608,-85.6384890475728,-85.6786332873333,-85.690384316399,-85.7147262290533,-85.7251951745366,-85.7424925046609,-85.8232391266593,-85.7551689935177,-85.8157562488681,-85.8543716390817,-85.8543716390817,-85.8543703477209,-85.771305917987,-82.8545090635469,381.438,67.3323858496699,67.3323858496699,-84.0123858496695,67.3323858496699,-224.863437585675,4.70431028575344,,
477.062510567297,-85.8543609324288,-85.8543716390817,-85.5903238286701,-85.516914921167,-86.1285066531918,-85.7423029056459,-85.5220500271636,-85.3985521570766,-85.5297163980113,-85.5866484525215,-85.6375341387386,-85.6778693876612,-85.6896783604213,-85.7141304590353,-85.7246526065573,-85.7420296140153,-85.8231128343097,-85.7547744378484,-85.8156075118248,-85.8543716390817,-85.8543716390817,-85.8543703430106,-85.7709808663188,-82.8410556930655,381.65,63.9796934384456,63.9796934384456,-84.0106025293544,63.9796934384456,-223.159061945729,4.7317206880011,,
477.830368186874,-85.8543608724965,-85.8543716390817,-85.5889612853472,-85.5152150652847,-86.1300119344131,-85.7417568419106,-85.5204739197424,-85.3964325723986,-85.5282301440742,-85.5854422434023,-85.6365728798026,-85.6771004960919,-85.6889678350663,-85.7135308681641,-85.7241066129669,-85.7415638444954,-85.8229857718121,-85.754377523459,-85.815457913668,-85.8543716390817,-85.8543716390817,-85.8543703382744,-85.7706539028253,-82.8275117231431,381.863,79.8033536423604,79.8033536423604,-84.0088081878143,79.8033536423604,-222.966542196706,4.75913109024875,,
478.598225806452,-85.8543608120594,-85.8543716390817,-85.5875881656489,-85.5135023335421,-86.1315299265979,-85.7412067767729,-85.518886571623,-85.3942981681626,-85.5267336600967,-85.5842278635622,-85.6356052143331,-85.6763265690337,-85.6882527008065,-85.7129274236964,-85.7235571648662,-85.7410951721772,-85.822857932891,-85.7539782315097,-85.8153074477367,-85.8543716390817,-85.8543716390817,-85.8543703335122,-85.7703250124833,-82.8138763385591,382.075,102.701565122836,102.701565122836,-84.0070196682905,102.701565122836,-222.326982159275,4.7865414924964,,
479.366083426029,-85.8543607511118,-85.8543716390817,-85.5862043598028,-85.5117765955745,-86.1330607731382,-85.7406526710367,-85.5172878756458,-85.3921488058857,-85.5252268519712,-85.5830052390323,-85.63463108527,-85.675547562418,-85.6875329176861,-85.7123200925376,-85.7230042330506,-85.740623572888,-85.8227293112065,-85.753576542972,-85.8151561073056,-85.8543716390817,-85.8543716390817,-85.8543703287239,-85.7699941801219,-82.8001487148267,382.287,-14.9647714522701,-14.9647714522701,-84.0052285477295,-14.9647714522701,-221.127430153208,4.81395189474406,,
480.133941045606,-85.854360689648,-85.8543716390817,-85.5848097566082,-85.510037719363,-86.1346046193584,-85.740094485025,-85.5156777233709,-85.3899843454634,-85.5237096245052,-85.5817742950046,-85.6336504349165,-85.6747634316929,-85.6868084453152,-85.7117088412369,-85.7224477880064,-85.7401490222025,-85.8225999003542,-85.7531724386271,-85.8150038855838,-85.8543716390817,-85.8543716390817,-85.8543703239091,-85.7696613904207,-82.7863280180593,382.499,1.4170711847281,1.4170711847281,-84.0034348210916,1.4170711847281,-220.116081032033,4.84136229699171,,
480.901798665184,-85.8543606276621,-85.8543716390817,-85.5834042434138,-85.5082855712092,-86.1361616125426,-85.7395321785721,-85.5140560050599,-85.387804645147,-85.5221818814064,-85.5805349558207,-85.6326632049305,-85.6739741318171,-85.6860792428642,-85.7110936359827,-85.7218877999065,-85.7396714954404,-85.8224696938641,-85.7527658990627,-85.8148507757146,-85.8543716390817,-85.8543716390817,-85.8543703190677,-85.7693266279077,-82.7724134048399,382.712,9.04981182201823,9.04981182201823,-84.001630003836,9.04981182201823,-219.517766860791,4.86877269923936,,
481.669656284761,-85.8543605651482,-85.8543716390817,-85.581987706095,-85.5065200157102,-86.1377319019627,-85.7389657110173,-85.5124226096569,-85.3856095615203,-85.5206435252677,-85.5792871449603,-85.6316693363162,-85.6731796172532,-85.6853452690582,-85.7104744425985,-85.7213242386068,-85.7391909676628,-85.8223386851993,-85.7523569046713,-85.8146967707744,-85.8543716390817,-85.8543716390817,-85.8543703141996,-85.7689898769577,-82.7584040220843,382.924,-3.05289623520765,-3.05289623520765,-83.999831037519,-3.05289623520765,-219.327750187031,4.89618310148701,,
482.437513904338,-85.8543605021002,-85.8543716390817,-85.5805600290306,-85.5047409157317,-86.139315638906,-85.7383950411966,-85.51077742477,-85.383398949476,-85.5190944575514,-85.578030785029,-85.6306687694148,-85.6723798419613,-85.6846064821709,-85.7098512265373,-85.7207570736417,-85.7387074136688,-85.8222068677562,-85.7519454356477,-85.8145418637719,-85.8543716390817,-85.8543716390817,-85.8543703093044,-85.7686511217906,-82.7442990069048,383.136,-19.0656069137302,-19.0656069137302,-83.998029449906,-19.0656069137302,-219.038972075937,4.92359350373467,,
483.205371523915,-85.8543604385122,-85.8543716390817,-85.5791210950792,-85.5029481323818,-86.1409129767036,-85.7378201274357,-85.5091203366514,-85.3811726621915,-85.5175345785732,-85.5767657977466,-85.6296614438959,-85.6715747593922,-85.6838628400188,-85.7092239528775,-85.7201862742203,-85.7382208079927,-85.8220742348626,-85.7515314719864,-85.8143860476475,-85.8543716390817,-85.8543716390817,-85.8543703043821,-85.7683103464696,-82.7300974864688,383.348,-10.690138400458,-10.690138400458,-83.9962252359051,-10.690138400458,-218.75440357602,4.95100390598232,,
483.973229143493,-85.8543603743778,-85.8543716390817,-85.5776707855553,-85.5011415249835,-86.1425240707592,-85.7372409275427,-85.5074512301781,-85.3789305511049,-85.5159637874868,-85.5754921039348,-85.6286472987481,-85.6707643224806,-85.6831142999552,-85.7085925863174,-85.7196118092221,-85.7377311249002,-85.8219407797777,-85.7511149934794,-85.8142293152725,-85.8543716390817,-85.8543716390817,-85.8543702994324,-85.7679675348988,-82.7157985778554,383.56,6.43714566314358,6.43714566314358,-83.9944183904161,6.43714566314358,-217.728001677818,4.97841430822997,,
484.74108676307,-85.8543603096909,-85.8543716390817,-85.5762089802046,-85.4993209510477,-86.144149078578,-85.7366573987995,-85.5057699888315,-85.37667246589,-85.514381982267,-85.5742096235047,-85.6276262722704,-85.6699484836385,-85.6823608188639,-85.707957091171,-85.719033647193,-85.7372383383851,-85.8218064956906,-85.7506959797138,-85.8140716594478,-85.8543716390817,-85.8543716390817,-85.8543702944551,-85.7676226708219,-82.7014013879125,383.772,-2.87284563713079,-2.87284563713079,-83.9926089083233,-2.87284563713079,-216.920984030542,5.00582471047763,,
485.508944382647,-85.8543602444449,-85.8543716390817,-85.5747355571792,-85.4974862662446,-86.1457881597959,-85.7360694979548,-85.5040764946777,-85.3743982544312,-85.5127890596933,-85.5729182754445,-85.626598302062,-85.6691271947477,-85.6816023531532,-85.707317431362,-85.7184517563404,-85.736742422166,-85.82167137572,-85.7502744100688,-85.813913072904,-85.8543716390817,-85.8543716390817,-85.8543702894501,-85.76727573782,-82.6869050131077,383.985,-3.06102995133955,-3.06102995133955,-83.9907882304781,-3.06102995133955,-216.31977938996,5.03323511272528,,
486.276802002225,-85.8543601786336,-85.8543716390817,-85.5732503930121,-85.4956373243753,-86.1474414762094,-85.7354771812154,-85.5023706283461,-85.3721077627975,-85.5111849153332,-85.5716179778064,-85.6255633250131,-85.6683004071532,-85.6808388587496,-85.7066735704195,-85.7178661045295,-85.7362433496826,-85.8215354129129,-85.7498502637139,-85.8137535482994,-85.8543716390817,-85.8543716390817,-85.854370284417,-85.7669267193097,-82.6723085393774,384.197,-4.92466291634784,-4.92466291634784,-83.9889734472888,-4.92466291634784,-215.714088019454,5.06064551497293,,
487.044659621802,-85.8543601122502,-85.8543716390817,-85.5717533625912,-85.4937739773426,-86.1491091918051,-85.7348804042385,-85.5006522690088,-85.3698008352171,-85.509569443525,-85.5703086476937,-85.6245212772956,-85.6674680716558,-85.6800702910912,-85.7060254714725,-85.7172766592785,-85.7357410940923,-85.8213986002437,-85.7494235196056,-85.8135930782204,-85.8543716390817,-85.8543716390817,-85.8543702793557,-85.7665755985411,-82.6576110419719,384.409,-19.4492076243113,-19.4492076243113,-83.9871560120521,-19.4492076243113,-215.442458991712,5.08805591722059,,
487.812517241379,-85.8543600452883,-85.8543716390817,-85.5702443391333,-85.4918960751215,-86.1507914727903,-85.7342791221233,-85.4989212943591,-85.3674773140503,-85.5079425373602,-85.5689902012478,-85.6234720943525,-85.6666301385048,-85.6792966051213,-85.7053730972444,-85.7166833877542,-85.7352356282665,-85.8212609306137,-85.7489941564853,-85.8134316551794,-85.8543716390817,-85.8543716390817,-85.854370274266,-85.7662223585957,-82.6428115853055,384.621,101.378972283242,101.378972283242,-83.9853359196061,101.378972283242,-214.772425871685,5.11546631946824,,
488.580374860957,-85.8543599777409,-85.8543716390817,-85.5687231941566,-85.4900034657288,-86.1524884876233,-85.7336732894021,-85.4971775805895,-85.365137039763,-85.5063040886663,-85.5676625536342,-85.6224157108887,-85.6657865573903,-85.6785177552818,-85.7047164100479,-85.7160862567673,-85.7347269247868,-85.8211223968498,-85.7485621528765,-85.8132692716149,-85.8543716390817,-85.8543716390817,-85.8543702691476,-85.7658669823847,-82.627909222789,384.833,104.356240437501,104.356240437501,-83.9835131647724,104.356240437501,-214.030738150264,5.14287672171589,,
489.348232480534,-85.8543599096014,-85.8543716390817,-85.567189797454,-85.4880959951925,-86.1542004070446,-85.7330628600326,-85.4954210023699,-85.3627798508989,-85.5046539879882,-85.5663256190297,-85.62135206086,-85.6649372774363,-85.6777336955064,-85.7040553717796,-85.7154852327679,-85.7342149559418,-85.8209829917037,-85.7481274870821,-85.8131059198902,-85.8543716390817,-85.8543716390817,-85.8543702640005,-85.7655094526463,-82.6129029966739,385.045,120.178960469636,120.178960469636,-83.9816877423621,120.178960469636,-212.527007695855,5.17028712396354,,
490.116090100111,-85.8543598408627,-85.8543716390817,-85.5656440170649,-85.4861735075204,-86.1559274041078,-85.7324477873881,-85.4936514328248,-85.3604055840521,-85.5029921245704,-85.5649793106075,-85.6202810774636,-85.6640822471922,-85.676944379214,-85.7033899439143,-85.7148802818407,-85.7336996937226,-85.8208427078509,-85.7476901371814,-85.8129415922924,-85.8543716390817,-85.8543716390817,-85.8543702588242,-85.7651497519443,-82.597791937887,385.257,10.517132374446,10.517132374446,-83.979859647173,10.517132374446,-212.215750716055,5.1976975262112,,
490.883947719689,-85.8543597715177,-85.8543716390817,-85.5640857192466,-85.4842358446684,-86.1576696542111,-85.7318280242496,-85.4918687435107,-85.3580140738384,-85.501318386338,-85.5636235405241,-85.619202693127,-85.6632214146257,-85.6761497593016,-85.7027200874995,-85.7142713697004,-85.7331811098195,-85.8207015378897,-85.7472500810281,-85.8127762810319,-85.8543716390817,-85.8543716390817,-85.8543702536186,-85.7647878626655,-82.5825750658594,385.469,33.0425743285359,33.0425743285359,-83.9780288739905,33.0425743285359,-211.869007618022,5.22510792845885,,
491.651805339266,-85.8543597015594,-85.8543716390817,-85.5625147684456,-85.4822828465077,-86.1594273351291,-85.7312035227957,-85.4900728043921,-85.3556051528666,-85.4996326598783,-85.5622582199043,-85.6181168394976,-85.6623547271145,-85.6753497881372,-85.7020457631495,-85.7136584616865,-85.7326591756179,-85.8205594743404,-85.7468072962465,-85.8126099782408,-85.8543716390817,-85.8543716390817,-85.8543702483836,-85.7644237670179,-82.5672513883592,385.681,-108.082895491505,-108.082895491505,-83.976195417586,-108.082895491505,-211.22809263994,5.2525183307065,,
492.419662958843,-85.8543596309805,-85.8543716390817,-85.5609310272681,-85.480314350792,-86.1612006270452,-85.7305742345945,-85.4882634838187,-85.3531786517093,-85.497934830421,-85.5608832588267,-85.617023447432,-85.6614821314383,-85.6745444175528,-85.7013669310401,-85.7130415227588,-85.7321338621944,-85.8204165096441,-85.7463617602294,-85.8124426759727,-85.8543716390817,-85.8543716390817,-85.8543702431188,-85.7640574470281,-82.5518199013134,385.893,-155.560186181824,-155.560186181824,-83.9743592727207,-155.560186181824,-209.743035045291,5.27992873295416,,
493.187520578421,-85.8543595597736,-85.8543716390817,-85.5593343564497,-85.4783301931237,-86.1629897125836,-85.7299401105931,-85.4864406485006,-85.3507343988732,-85.4962247818193,-85.5594985663094,-85.6159224469845,-85.6606035737708,-85.673733598837,-85.7006835509019,-85.712420517492,-85.7316051403127,-85.8202726361621,-85.745913450135,-85.8122743662013,-85.8543716390817,-85.8543716390817,-85.8543702378241,-85.7636888845394,-82.5362795886349,386.105,-176.227479565859,-176.227479565859,-83.9725204341407,-176.227479565859,-209.714355910882,5.30733913520181,,
493.955378197998,-85.8543594879312,-85.8543716390817,-85.557724614825,-85.4763302069196,-86.1647947768422,-85.729301101109,-85.4846041634837,-85.3482722207682,-85.4945023965295,-85.5581040502943,-85.6148137673966,-85.6597189996712,-85.6729172827281,-85.6999955820153,-85.7117954100707,-85.7310729804199,-85.820127846174,-85.7454623428839,-85.8121050408197,-85.8543716390817,-85.8543716390817,-85.8543702324991,-85.7633180612095,-82.5206294220384,386.318,-162.637511614503,-162.637511614503,-83.9706702036785,-162.637511614503,-209.388028953308,5.33474953744946,,
494.723235817575,-85.8543594154458,-85.8543716390817,-85.5561016592962,-85.4743142233757,-86.1666160074253,-85.7286571558194,-85.4827538921253,-85.3457919416774,-85.4927675555908,-85.556699617632,-85.613697337085,-85.658828354076,-85.6720954194057,-85.6993029832037,-85.7111661642844,-85.7305373526416,-85.8199821318779,-85.745008415156,-85.811934691639,-85.8543716390817,-85.8543716390817,-85.8543702271438,-85.762944958508,-82.5048683608566,386.53,-149.234810414546,-149.234810414546,-83.9688259490902,-149.234810414546,-209.309593687771,5.36215993969711,,
495.491093437152,-85.8543593423097,-85.8543716390817,-85.5544653448012,-85.4722820714323,-86.1684535944775,-85.7280082237524,-85.4808896960681,-85.3432933837252,-85.4910201386053,-85.5552851740666,-85.6125730836303,-85.6579315812899,-85.6712679584839,-85.6986057128274,-85.7105327435222,-85.7299982267787,-85.8198354853881,-85.7445516433878,-85.8117633103877,-85.8543716390817,-85.8543716390817,-85.8543702217578,-85.7625695577145,-82.4889953518541,386.742,-270.253021015073,-270.253021015073,-83.9669789849265,-270.253021015073,-209.292908008308,5.38957034194477,,
496.25895105673,-85.854359268515,-85.8543716390817,-85.5528155242814,-85.4702335777368,-86.1703077307166,-85.7273542532757,-85.4790114352145,-85.3407763668454,-85.4892600237166,-85.5538606242193,-85.6114409337654,-85.657028624978,-85.6704348490035,-85.697903728778,-85.7098951107675,-85.7294555723023,-85.819687898735,-85.7440920037693,-85.8115908887109,-85.8543716390817,-85.8543716390817,-85.854370216341,-85.7621918399157,-82.4730093290352,386.954,-275.094870694116,-275.094870694116,-83.9651293058832,-275.094870694116,-207.737413174764,5.41698074419242,,
497.026808676307,-85.8543591940537,-85.8543716390817,-85.5511520486486,-85.4681685666073,-86.1721786114675,-85.7266951920874,-85.4771189677003,-85.3382407087492,-85.4874870875885,-85.5524258715728,-85.6103008133634,-85.656119428156,-85.6695960394235,-85.6971969884711,-85.7092532285922,-85.7289093583499,-85.8195393638634,-85.7436294722406,-85.8114174181685,-85.8543716390817,-85.8543716390817,-85.854370210893,-85.7618117860036,-82.4569092134479,387.166,-281.054904911541,-281.054904911541,-83.963276906642,-281.054904911541,-207.463795879465,5.44439114644007,,
497.794666295884,-85.854359118918,-85.8543716390817,-85.5494747667509,-85.466086859995,-86.1740664346968,-85.7260309872049,-85.4752121498679,-85.3356862248915,-85.485701205384,-85.5509808184546,-85.6091526474253,-85.6552039331818,-85.6687514776139,-85.6964854488406,-85.708607059152,-85.7283595537205,-85.8193898726318,-85.743164024489,-85.8112428902349,-85.8543716390817,-85.8543716390817,-85.8543702054136,-85.7614293766726,-82.4406939129867,387.378,-359.624032763584,-359.624032763584,-83.9614217818726,-359.624032763584,-207.07182740686,5.47180154868773,,
