Independent Variable	Fit Peak 1	Fit Peak 2	Fit Peak 3	Fit Peak 4	Fit Peak 5	Fit Peak 6	Fit Peak 7	Fit Peak 8	Fit Peak 9	Fit Peak 10	Fit Peak 11	Fit Peak 12	Cumulative Fit Peak	Independent Variable	Regular Residual F"Smoothed Y2"	Regular Residual F"Smoothed Y2"	Fitted Y	Regular Residual F"Smoothed Y2"	Regular Residual F"Smoothed Y2"	Percentiles	Reference X	Reference Line
																					mu = -0.027843	sigma = 188.204693
658.276908787542	-115.55476343404	-115.554758889083	-113.355093942051	-96.6263082571882	-100.339758468466	-105.457247316196	-110.961825802705	-114.827690710511	-114.727283104923	-115.554763434041	-115.554763434041	-115.554763434041	-62.9666224528389	431.448	0.774275893260494	0.774275893260494	-107.276424653591	0.774275893260494	-172.720451702433	11.2005756184472		
659.044766407119	-115.55476343404	-115.554758821289	-113.326493589676	-96.4109648400631	-100.183076449163	-105.356956172306	-110.922580508243	-114.821930481808	-114.721031332426	-115.554763434041	-115.554763434041	-115.554763434041	-62.41444815669	431.658	-18.326418946895	-18.326418946895	-107.267217416741	-18.326418946895	-172.356166303048	11.2279860206949		
659.812624026696	-115.55476343404	-115.55475875196	-113.297331264519	-96.1919267048477	-100.023960124683	-105.255152339424	-110.882827104866	-114.816101279723	-114.714708314858	-115.554763434041	-115.554763434041	-115.554763434041	-61.8534218465948	431.867	-14.5779116862679	-14.5779116862679	-107.258038726955	-14.5779116862679	-171.943378444988	11.2553964229425		
660.580481646274	-115.55476343404	-115.554758681048	-113.267592132371	-95.9691088702416	-99.8623587726791	-105.151805009939	-110.842556730544	-114.810201994586	-114.708312963591	-115.554763434041	-115.554763434041	-115.554763434041	-61.2833511167159	432.077	-13.0635959786714	-13.0635959786714	-107.248800715543	-13.0635959786714	-171.467413853547	11.2828068251902		
661.348339265851	-115.55476343404	-115.554758608505	-113.237260865833	-95.74242389831	-99.6982203419637	-105.046882581727	-110.801760328004	-114.804231494238	-114.701844169086	-115.554763434041	-115.554763434041	-115.554763434041	-60.7040382493808	432.287	-10.5507007054823	-10.5507007054823	-107.239547228402	-10.5507007054823	-170.325987448069	11.3102172274378		
662.116196885428	-115.55476343404	-115.55475853428	-113.206321624479	-95.511781808795	-99.5314914104773	-104.940352633228	-110.760428639508	-114.798188623475	-114.69530080041	-115.554763434041	-115.554763434041	-115.554763434041	-60.1152800363675	432.497	-8.39327548814488	-8.39327548814488	-107.230278230863	-8.39327548814488	-169.714882473156	11.3376276296855		
662.884054505006	-115.55476343404	-115.55475845832	-113.174758034101	-95.2770899899226	-99.3621171417116	-104.83218189761	-110.718552201475	-114.792072203487	-114.688681704735	-115.554763434041	-115.554763434041	-115.554763434041	-59.5168675930784	432.706	-5.55879677358156	-5.55879677358156	-107.221037937162	-5.55879677358156	-169.004336175019	11.3650380319331		
663.651912124583	-115.55476343404	-115.554758380571	-113.142553164947	-95.0382531055386	-99.1900412395001	-104.72233623596	-110.676121338928	-114.785881031272	-114.681985706829	-115.554763434041	-115.554763434041	-115.554763434041	-58.9085861652611	432.916	-5.56784888814748	-5.56784888814748	-107.211737888712	-5.56784888814748	-168.741307201858	11.3924484341808		
664.41976974416	-115.55476343404	-115.554758300976	-113.10968950893	-94.7951729983998	-99.0152059011132	-104.610780609473	-110.633126159761	-114.779613879033	-114.675211608529	-115.554763434041	-115.554763434041	-115.554763434041	-58.2902149279319	433.125	-6.4232358565371	-6.4232358565371	-107.202466622801	-6.4232358565371	-168.347365869129	11.4198588364284		
665.187627363738	-115.55476343404	-115.554758219476	-113.076148955731	-94.5477485894373	-98.8375517685864	-104.497479050593	-110.589556548833	-114.773269493564	-114.668358188203	-115.554763434041	-115.554763434041	-115.554763434041	-57.6615267761392	433.335	16.8569370371579	16.8569370371579	-107.193135384265	16.8569370371579	-167.595459945347	11.4472692386761		
665.955484983315	-115.55476343404	-115.554758136008	-113.041912767741	-94.2958757727995	-98.6570178782008	-104.382394633053	-110.545402161862	-114.766846595609	-114.661424200193	-115.554763434041	-115.554763434041	-115.554763434041	-57.0222881071816	433.545	39.1892430063187	39.1892430063187	-107.183788460864	39.1892430063187	-167.063595177685	11.4746796409237		
666.723342602892	-115.55476343404	-115.554758050509	-113.006961553782	-94.0394473064718	-98.4735416080392	-104.265489440779	-110.500652419124	-114.760343879214	-114.654408374243	-115.554763434041	-115.554763434041	-115.554763434041	-56.3722585938763	433.754	61.1152968849476	61.1152968849476	-107.174470438667	61.1152968849476	-166.782808377946	11.5020900431714		
667.491200222469	-115.55476343404	-115.554757962911	-112.971275241525	-93.7783526982584	-98.2870586235303	-104.146724535591	-110.455296498953	-114.753760011044	-114.647309414919	-115.554763434041	-115.554763434041	-115.554763434041	-55.7111909484474	433.964	85.8000507924683	85.8000507924683	-107.165092114782	85.8000507924683	-166.686447371605	11.529500445419		
668.259057842047	-115.55476343404	-115.554757873146	-112.934833048544	-93.5124780869004	-98.0975028208944	-104.02605992367	-110.409323331026	-114.747093629694	-114.640126000999	-115.554763434041	-115.554763434041	-115.554763434041	-55.0388306765904	434.174	100.718838496005	100.718838496005	-107.155698000138	100.718838496005	-165.234213781456	11.5569108476667		
669.026915461624	-115.55476343404	-115.554757781141	-112.897613451926	-93.2417061180911	-97.904806268396	-103.903454520702	-110.362721589421	-114.740343344976	-114.632856784859	-115.554763434041	-115.554763434041	-115.554763434041	-54.3549158212288	434.383	117.059308112593	117.059308112593	-107.146332905982	117.059308112593	-164.840536736162	11.5843212499143		
669.794773081201	-115.55476343404	-115.55475768682	-112.859594156342	-92.9659158151383	-97.7088991453069	-103.778866115683	-110.315479685461	-114.733507737175	-114.625500391833	-115.554763434041	-115.554763434041	-115.554763434041	-53.6591766954739	434.593	122.042692302642	122.042692302642	-107.136907178675	122.042692302642	-164.658391066836	11.611731652162		
670.562630700779	-115.55476343404	-115.554757590103	-112.820752060503	-92.684982444005	-97.5097096784784	-103.652251333277	-110.267585760307	-114.726585356296	-114.618055419559	-115.554763434041	-115.554763434041	-115.554763434041	-52.9513356042453	434.802	125.232056006208	125.232056006208	-107.127510551662	125.232056006208	-163.815206941906	11.6391420544096		
671.330488320356	-115.55476343404	-115.55475749091	-112.781063221911	-92.3987773724513	-97.3071640764087	-103.523565594707	-110.219027677312	-114.719574721282	-114.610520437305	-115.554763434041	-115.554763434041	-115.554763434041	-52.2311065540023	435.012	121.989623317289	121.989623317289	-107.118053069355	121.989623317289	-163.682562743335	11.6665524566573		
672.098345939933	-115.55476343404	-115.554757389154	-112.740502819776	-92.1071679229787	-97.1011864607008	-103.392763077069	-110.169793014122	-114.712474319205	-114.602893985276	-115.554763434041	-115.554763434041	-115.554763434041	-51.4981949499968	435.221	113.364905759163	113.364905759163	-107.108624767428	113.364905759163	-163.594593675867	11.693962858905		
672.866203559511	-115.55476343404	-115.554757284745	-112.699045116031	-91.8100172192624	-96.8916987947852	-103.259796671033	-110.1198690545	-114.70528260444	-114.595174573901	-115.554763434041	-115.554763434041	-115.554763434041	-50.752297280414	435.431	106.720457701029	106.720457701029	-107.099135386979	106.720457701029	-163.221931582084	11.7213732611526		
673.634061179088	-115.55476343404	-115.55475717759	-112.656663414294	-91.507184025744	-96.678620809784	-103.124617936828	-110.06924277989	-114.697997997808	-114.587360683101	-115.554763434041	-115.554763434041	-115.554763434041	-49.9931007867556	435.64	83.8783529532245	83.8783529532245	-107.089675267274	83.8783529532245	-163.158478798522	11.7487836634003		
674.401918798665	-115.55476343404	-115.554757067591	-112.613330016678	-91.1985225800305	-96.4618699273854	-102.987177058448	-110.017900860681	-114.690618885693	-114.579450761533	-115.554763434041	-115.554763434041	-115.554763434041	-49.2202831197567	435.85	62.7456083901885	62.7456083901885	-107.080153844734	62.7456083901885	-163.012172235425	11.7761940656479		
675.169776418242	-115.55476343404	-115.554756954646	-112.569016178311	-90.8838824177304	-96.2413611795897	-102.847422795986	-109.96582964718	-114.683143619134	-114.571443225814	-115.554763434041	-115.554763434041	-115.554763434041	-48.433511980106	436.059	42.9670253999464	42.9670253999464	-107.070661763583	42.9670253999464	-162.939806529062	11.8036044678956		
675.93763403782	-115.55476343404	-115.554756838647	-112.523692059416	-90.5631081893331	-96.0170071251779	-102.705302436011	-109.913015160272	-114.675570512888	-114.563336459722	-115.554763434041	-115.554763434041	-115.554763434041	-47.6324447431821	436.269	21.6312734434414	21.6312734434414	-107.061108154185	21.6312734434414	-162.737890566437	11.8310148701432		
676.705491657397	-115.55476343404	-115.554756719484	-112.477326674819	-90.2360394687188	-95.7887177627545	-102.560761739897	-109.859443081762	-114.667897844463	-114.555128813373	-115.554763434041	-115.554763434041	-115.554763434041	-46.8167280669877	436.478	-1.21073008248334	-1.21073008248334	-107.051583967104	-1.21073008248334	-162.300477560954	11.8584252723909		
677.473349276974	-115.55476343404	-115.554756597038	-112.429887840712	-89.9025105528572	-95.5564004401988	-102.413744889998	-109.805098744381	-114.660123853121	-114.546818602377	-115.554763434041	-115.554763434041	-115.554763434041	-45.9859974823994	436.688	-23.9342003218445	-23.9342003218445	-107.041998025263	-23.9342003218445	-161.801921598126	11.8858356746385		
678.241206896552	-115.55476343404	-115.554756471188	-112.381342118502	-89.5623502522271	-95.3199597603526	-102.26419443357	-109.749967121439	-114.652246738851	-114.538404106961	-115.554763434041	-115.554763434041	-115.554763434041	-45.1398769648067	436.897	-28.5812774213159	-28.5812774213159	-107.032441586949	-28.5812774213159	-160.956704944161	11.9132460768862		
679.009064516129	-115.55476343404	-115.554756341805	-112.33165475556	-89.2153816714671	-95.0792974827694	-102.112051224336	-109.694032816121	-114.644264661304	-114.529883571078	-115.554763434041	-115.554763434041	-115.554763434041	-44.2779784861568	437.107	-28.6585817924239	-28.6585817924239	-107.022823166254	-28.6585817924239	-160.129221128621	11.9406564791338		
679.776922135706	-115.55476343404	-115.554756208755	-112.280789622685	-88.8614219797271	-94.8343124213338	-101.957254361561	-109.637280050408	-114.636175738705	-114.521255201476	-115.554763434041	-115.554763434041	-115.554763434041	-43.3999015463667	437.316	-19.8838731074378	-19.8838731074378	-107.013234330579	-19.8838731074378	-160.077259261297	11.9680668813815		
680.544779755284	-115.55476343404	-115.554756071896	-112.228709148053	-88.5002821701745	-94.5849003375464	-101.799741126534	-109.579692653597	-114.627978046716	-114.512517166753	-115.554763434041	-115.554763434041	-115.554763434041	-42.5052326829857	437.525	0.0109020072749928	0.0109020072749928	-107.003629280002	0.0109020072749928	-159.789379082828	11.9954772836291		
681.312637374861	-115.55476343404	-115.554755931081	-112.175374247437	-88.1317668080535	-94.3309538292728	-101.639446916317	-109.521254050422	-114.619669617276	-114.503667596371	-115.554763434041	-115.554763434041	-115.554763434041	-41.5935449579467	437.735	16.842143721975	16.842143721975	-106.993961903793	16.842143721975	-159.437474321833	12.0228876858768		
682.080494994438	-115.55476343404	-115.554755786154	-112.120744250455	-87.7556737666797	-94.0723622147253	-101.476305174626	-109.461947248743	-114.611248437395	-114.494704579649	-115.554763434041	-115.554763434041	-115.554763434041	-40.6643974201429	437.944	35.4675473757785	35.4675473757785	-106.984324235282	35.4675473757785	-159.305936284504	12.0502980881244		
682.848352614016	-115.55476343404	-115.554755636952	-112.064776822574	-87.3717939507056	-93.8090114114488	-101.310247319699	-109.401754826797	-114.602712447911	-114.48562616472	-115.554763434041	-115.554763434041	-115.554763434041	-39.7173345425235	438.154	53.2974339280726	53.2974339280726	-106.974624010717	53.2974339280726	-158.873932895171	12.0777084903721		
683.616210233593	-115.55476343404	-115.554755483305	-112.007427882604	-86.9799110059456	-93.5407838100597	-101.141202669	-109.340658919983	-114.594059542208	-114.476430357461	-115.554763434041	-115.554763434041	-115.554763434041	-38.7518856322815	438.363	71.1442097744064	71.1442097744064	-106.96495357606	71.1442097744064	-158.528215226069	12.1051188926198		
684.38406785317	-115.55476343404	-115.554755325031	-111.948651515366	-86.5798010150133	-93.2675581424775	-100.969098360596	-109.27864120717	-114.585287564892	-114.467115120387	-115.554763434041	-115.554763434041	-115.554763434041	-37.7675642126485	438.572	91.3266717004401	91.3266717004401	-106.955266741762	91.3266717004401	-158.22413523186	12.1325292948674		
685.151925472748	-115.55476343404	-115.554755161943	-111.888399879218	-86.1712321779699	-92.9892093443709	-100.793859271039	-109.215682896505	-114.57639431042	-114.457678371509	-115.554763434041	-115.554763434041	-115.554763434041	-36.7638673746901	438.782	110.408822789052	110.408822789052	-106.945517003929	110.408822789052	-158.155033515864	12.1599396971151		
685.919783092325	-115.55476343404	-115.55475499384	-111.826623108087	-85.7539644771441	-92.7056084115321	-100.615407929566	-109.151764710691	-114.567377521686	-114.448117983165	-115.554763434041	-115.554763434041	-115.554763434041	-35.7402750974272	438.991	126.308937675625	126.308937675625	-106.935797179758	126.308937675625	-157.298988754587	12.1873500993627		
686.687640711902	-115.55476343404	-115.554754820514	-111.763269207626	-85.3277493252059	-92.4166222498592	-100.433664428424	-109.086866871731	-114.558234888565	-114.438431780806	-115.554763434041	-115.554763434041	-115.554763434041	-34.6962495344476	439.2	133.746391422387	133.746391422387	-106.926060843875	133.746391422387	-157.266348678269	12.2147605016104		
687.455498331479	-115.55476343404	-115.554754641743	-111.698283945099	-84.8923291955429	-92.1221135186312	-100.24854632913	-109.020969085097	-114.548964046396	-114.428617541748	-115.554763434041	-115.554763434041	-115.554763434041	-33.6312342651026	439.41	136.39386456019	136.39386456019	-106.916261254405	136.39386456019	-157.13107487373	12.242170903858		
688.223355951057	-115.55476343404	-115.554754457295	-111.631610732541	-84.4474372339129	-91.8219404667255	-100.059968564429	-108.954050523307	-114.53956257443	-114.418672993883	-115.554763434041	-115.554763434041	-115.554763434041	-32.5446535082388	439.619	138.262937983996	138.262937983996	-106.906491703004	138.262937983996	-156.170640885262	12.2695813061057		
688.991213570634	-115.55476343404	-115.554754266924	-111.563190502739	-83.9927968502809	-91.5159567614064	-99.8678433357407	-108.88608980889	-114.530027994209	-114.408595814354	-115.554763434041	-115.554763434041	-115.554763434041	-31.4359112962588	439.828	134.834226188013	134.834226188013	-106.896705526856	134.834226188013	-155.907100803865	12.2969917083533		
689.759071190211	-115.55476343404	-115.554754070371	-111.492961577501	-83.5281212896726	-91.2040113093107	-99.6720800058346	-108.817064996697	-114.520357767905	-114.398383628185	-115.554763434041	-115.554763434041	-115.554763434041	-30.3043906071916	440.038	135.365864008942	135.365864008942	-106.88685574448	135.365864008942	-155.690518874022	12.324402110601		
690.526928809789	-115.55476343404	-115.554753867363	-111.420859527686	-83.0531131808119	-90.8859480692052	-99.472584986491	-108.746953555543	-114.510549296592	-114.388034006865	-115.554763434041	-115.554763434041	-115.554763434041	-29.149452452273	440.247	137.488606373168	137.488606373168	-106.877036125235	137.488606373168	-155.586283938451	12.3518125128486		
691.294786429366	-115.55476343404	-115.554753657611	-111.346817024373	-82.5674640612119	-90.56160585609	-99.2692616208604	-108.675732349151	-114.500599918465	-114.377544466891	-115.554763434041	-115.554763434041	-115.554763434041	-27.9704349163701	440.456	140.119100593683	140.119100593683	-106.867199767236	140.119100593683	-154.906203500388	12.3792229150963		
692.062644048943	-115.55476343404	-115.55475344081	-111.270763680538	-82.070853877309	-90.2308181361889	-99.0620100602377	-108.603377616349	-114.490506906994	-114.366912468267	-115.554763434041	-115.554763434041	-115.554763434041	-26.7666521484086	440.665	141.412553243898	141.412553243898	-106.857346632328	141.412553243898	-154.838031536114	12.4066333173439		
692.830501668521	-115.55476343404	-115.554753216636	-111.192625882536	-81.562950458131	-89.8934128123276	-98.8507271349377	-108.52986495051	-114.480267469014	-114.356135412941	-115.554763434041	-115.554763434041	-115.554763434041	-25.53739329875	440.875	129.233379830341	129.233379830341	-106.847429417118	129.233379830341	-154.591167576243	12.4340437195916		
693.598359288098	-115.55476343404	-115.554752984748	-111.112326610624	-81.0434089608797	-89.5492119991948	-98.6353062189427	-108.45516927819	-114.469878742754	-114.345210643214	-115.554763434041	-115.554763434041	-115.554763434041	-24.281921400262	441.084	119.1529970782	119.1529970782	-106.837542532745	119.1529970782	-154.371425992613	12.4614541218392		
694.366216907675	-115.55476343404	-115.554752744783	-111.029785247709	-80.5118712867173	-89.1980317879259	-98.4156370879713	-108.379264836917	-114.45933779579	-114.334135440072	-115.554763434041	-115.554763434041	-115.554763434041	-22.999472189601	441.293	111.611357764411	111.611357764411	-106.827638756146	111.611357764411	-153.904291370571	12.4888645240869		
695.134074527253	-115.55476343404	-115.554752496357	-110.944917375424	-79.9679654649009	-88.8396819994312	-98.1916057705934	-108.302125152118	-114.44864162293	-114.322907021486	-115.554763434041	-115.554763434041	-115.554763434041	-21.6892528649564	441.502	105.745238709881	105.745238709881	-106.817718048724	105.745238709881	-153.401642925716	12.5162749263345		
695.90193214683	-115.55476343404	-115.554752239063	-110.857634556558	-79.4113050032914	-88.4739659258461	-97.963094391994	-108.223723013118	-114.437787144025	-114.311522540641	-115.554763434041	-115.554763434041	-115.554763434041	-20.3504407762514	441.711	101.977863016399	101.977863016399	-106.807780371771	101.977863016399	-153.158291931126	12.5436853285822		
696.669789766407	-115.55476343404	-115.554751972467	-110.767844102787	-78.8414882031333	-88.1006800594463	-97.7299810099604	-108.144030448186	-114.4267712017	-114.299979084114	-115.554763434041	-115.554763434041	-115.554763434041	-18.9821820435097	441.92	95.6207182484511	95.6207182484511	-106.797825686468	95.6207182484511	-152.936011285226	12.5710957308299		
697.437647385985	-115.55476343404	-115.55475169611	-110.67544882657	-78.2580974358339	-87.7196138083253	-97.4921394426382	-108.063018698578	-114.415590559002	-114.28827366999	-115.554763434041	-115.554763434041	-115.554763434041	-17.5835900987618	442.13	89.703673969799	89.703673969799	-106.787806201204	89.703673969799	-152.320507610825	12.5985061330775		
698.205505005562	-115.55476343404	-115.554751409503	-110.58034677593	-77.6606983793182	-87.3305491980942	-97.249439087575	-107.98065819152	-114.404241896972	-114.276403245913	-115.554763434041	-115.554763434041	-115.554763434041	-16.1537441465407	442.339	81.0955858954922	81.0955858954922	-106.777817300451	81.0955858954922	-151.937218021856	12.6259165353252		
698.973362625139	-115.55476343404	-115.554751112125	-110.482430950792	-77.0488392113577	-86.9332605588059	-97.001744731533	-107.896918512107	-114.39272181212	-114.264364687079	-115.554763434041	-115.554763434041	-115.554763434041	-14.6916875376353	442.548	71.9965716046122	71.9965716046122	-106.767811274034	71.9965716046122	-151.912784374511	12.6533269375728		
699.741220244716	-115.55476343404	-115.554750803423	-110.381588999367	-76.4220497570871	-86.5275141962665	-96.7489163505184	-107.811768374035	-114.381026813813	-114.252154794151	-115.554763434041	-115.554763434041	-115.554763434041	-13.1964260503764	442.757	60.0879533719424	60.0879533719424	-106.757788082686	60.0879533719424	-151.810173820325	12.6807373398205		
700.509077864294	-115.55476343404	-115.554750482803	-110.277702892967	-75.7798405876991	-86.1130680468345	-96.4908088994398	-107.725175589138	-114.369153321567	-114.239770291112	-115.554763434041	-115.554763434041	-115.554763434041	-11.666926073277	442.966	49.2285741333085	49.2285741333085	-106.747747687027	49.2285741333085	-151.43779476212	12.7081477420681		
701.276935483871	-115.55476343404	-115.554750149637	-110.170648577482	-75.121702067118	-85.6896713147486	-96.2272720907605	-107.637107035648	-114.35709766224	-114.227207823044	-115.554763434041	-115.554763434041	-115.554763434041	-10.1021126823939	443.175	58.8827313698788	58.8827313698788	-106.737690047565	58.8827313698788	-151.225128663456	12.7355581443158		
702.044793103448	-115.55476343404	-115.55474980325	-110.060295599574	-74.4471033431758	-85.2570640909736	-95.9581501614727	-107.547528625141	-114.34485606712	-114.214463953827	-115.554763434041	-115.554763434041	-115.554763434041	-8.50086760624845	443.384	65.0503423974185	65.0503423974185	-106.727615124691	65.0503423974185	-151.224208164575	12.7629685465634		
702.812650723026	-115.55476343404	-115.554749442921	-109.946506705463	-73.7554912795823	-84.8149769524681	-95.6832816276662	-107.456405268082	-114.332424668908	-114.201535163764	-115.554763434041	-115.554763434041	-115.554763434041	-6.86202707057032	443.593	69.0516551100912	69.0516551100912	-106.717522878686	69.0516551100912	-151.141312023353	12.7903789488111		
703.580508342603	-115.55476343404	-115.554749067879	-109.829137409994	-73.0462893246807	-84.3631305407278	-95.4024990259183	-107.363700837923	-114.319799498586	-114.188417847121	-115.554763434041	-115.554763434041	-115.554763434041	-5.18437951454484	443.803	70.9203400631899	70.9203400631899	-106.707364856578	70.9203400631899	-151.133030540048	12.8177893510587		
704.34836596218	-115.55476343404	-115.554748677298	-109.708035533407	-72.3188963126815	-83.9012351183542	-95.115628640671	-107.269378133658	-114.306976482166	-114.175108309583	-115.554763434041	-115.554763434041	-115.554763434041	-3.46666316953406	444.012	75.0401303233092	75.0401303233092	-106.697237761325	75.0401303233092	-151.110575741425	12.8451997533064		
705.116223581758	-115.55476343404	-115.554748270291	-109.58304070304	-71.5726851927349	-83.4289901023454	-94.8224902167032	-107.173398840779	-114.293951437321	-114.161602765625	-115.554763434041	-115.554763434041	-115.554763434041	-1.70756349055523	444.221	67.7015560328156	67.7015560328156	-106.687093222898	67.7015560328156	-151.092090684486	12.872610155554		
705.884081201335	-115.55476343404	-115.554747845907	-109.45398381686	-70.8070016808336	-82.9460835726825	-94.5228966557377	-107.075723490546	-114.280720069885	-114.147897335783	-115.554763434041	-115.554763434041	-115.554763434041	0.0942895700491135	444.43	60.9891626060739	60.9891626060739	-106.676931201115	60.9891626060739	-150.897506197731	12.9000205578017		
706.651938820912	-115.55476343404	-115.554747403121	-109.320686465459	-70.0211628291507	-82.4521917547209	-94.2166536961537	-106.976311417479	-114.267277970221	-114.133988043838	-115.554763434041	-115.554763434041	-115.554763434041	1.94032445814173	444.639	53.9889830606371	53.9889830606371	-106.666751655678	53.9889830606371	-150.58294672051	12.9274309600493		
707.41979644049	-115.55476343404	-115.55474694083	-109.182960308765	-69.2144555069867	-81.9469784737635	-93.9035595746929	-106.875120714995	-114.253620609445	-114.119870813892	-115.554763434041	-115.554763434041	-115.554763434041	3.83203109491456	444.848	35.5133314056784	35.5133314056784	-106.656554546174	35.5133314056784	-150.359851761596	12.954841362297		
708.187654060067	-115.55476343404	-115.554746457842	-109.040606403376	-68.3861347870385	-81.4300945801029	-93.5834046689699	-106.772108189086	-114.239743335513	-114.105541467351	-115.554763434041	-115.554763434041	-115.554763434041	5.77096414900689	445.057	12.0446042948816	12.0446042948816	-106.646339832072	12.0446042948816	-150.259713938271	12.9822517645446		
708.955511679644	-115.55476343404	-115.554745952863	-108.893414475969	-67.5354222301747	-80.9011773426778	-93.2559711194959	-106.667229309933	-114.225641369148	-114.090995719788	-115.554763434041	-115.554763434041	-115.554763434041	7.75874651823551	445.266	-11.6271983124017	-11.6271983124017	-106.636107472722	-11.6271983124017	-149.553342580723	13.0096621667923		
709.723369299221	-115.55476343404	-115.554745424479	-108.741162137779	-66.6615040613886	-80.3598498093827	-92.9210324298349	-106.560438161372	-114.211309799614	-114.076229177703	-115.554763434041	-115.554763434041	-115.554763434041	9.7970730367324	445.475	-42.5092665395815	-42.5092665395815	-106.62585742736	-42.5092665395815	-149.344804235014	13.03707256904		
710.491226918799	-115.55476343404	-115.554744871122	-108.583614034596	-65.7635292289487	-79.8057201319001	-92.5783530433928	-106.451687388062	-114.196743580317	-114.061237335163	-115.554763434041	-115.554763434041	-115.554763434041	11.8877144247824	445.684	-68.9231706754756	-68.9231706754756	-106.615589655103	-68.9231706754756	-149.315068094649	13.0644829712876		
711.259084538376	-115.55476343404	-115.554744291011	-108.420520926154	-64.8406073381382	-79.2383808528004	-92.227687895227	-106.340928140277	-114.181937524239	-114.046015570318	-115.554763434041	-115.554763434041	-115.554763434041	14.0325215001194	445.893	-91.9859355544752	-91.9859355544752	-106.605304114946	-91.9859355544752	-149.246333612717	13.0918933735353		
712.026942157953	-115.55476343404	-115.554743682032	-108.251618688085	-63.8918064502432	-78.6574081524686	-91.86878193713	-106.228110016159	-114.166886299188	-114.030559141792	-115.554763434041	-115.554763434041	-115.554763434041	16.2334296711881	446.102	-114.862602540015	-114.862602540015	-106.59500076577	-114.862602540015	-148.985833183445	13.1193037757829		
712.794799777531	-115.55476343404	-115.554743041488	-108.076627228902	-62.9161507366638	-78.0623610532493	-91.5007572623306	-106.113181001318	-114.151584422855	-114.014863184944	-115.554763434041	-115.554763434041	-115.554763434041	18.4930761065336	446.311	-141.564328698129	-141.564328698129	-106.584679566333	-141.564328698129	-148.929656846547	13.1467141780306		
713.562657397108	-115.554763434039	-115.554742365601	-107.895249313604	-61.9126179771458	-77.4527805780107	-91.1245545284607	-105.996087405633	-114.136026257679	-113.998922707987	-115.554763434041	-115.554763434041	-115.554763434041	20.8123629041629	446.52	-144.926072747865	-144.926072747865	-106.574340475276	-144.926072747865	-148.846462818749	13.1741245802782		
714.330515016685	-115.554763434039	-115.554741648464	-107.707169284538	-60.880136890207	-76.8281888601091	-90.7392806322016	-105.876773797098	-114.120206005495	-113.982732587966	-115.554763434041	-115.554763434041	-115.554763434041	23.194114332206	446.728	-148.846462818749	-148.846462818749	-106.564033049019	-148.846462818749	-148.792476594361	13.2015349825259		
715.098372636263	-115.554763434038	-115.554740879904	-107.51205166913	-59.8175842827665	-76.1880882015209	-90.344635237426	-105.755182932546	-114.104117701975	-113.966287566585	-115.554763434041	-115.554763434041	-115.554763434041	25.6406555664325	446.937	-152.936011285226	-152.936011285226	-106.553658136261	-152.936011285226	-148.210973781923	13.2289453847735		
715.86623025584	-115.554763434035	-115.554740041142	-107.309539662833	-58.7237820048782	-75.5319600756611	-89.94030517741	-105.631255685102	-114.087755210827	-113.94958224588	-115.554763434041	-115.554763434041	-115.554763434041	28.154423934556	447.146	-136.765825701812	-136.765825701812	-106.543265207279	-136.765825701812	-148.167098775564	13.2563557870212		
716.634087875417	-115.554763434023	-115.554739096096	-107.099253474304	-57.5974936941934	-74.8592640711337	-89.5259637738887	-105.50493096815	-114.07111221777	-113.932611083724	-115.554763434041	-115.554763434041	-115.554763434041	30.737975659041	447.355	-103.907228424398	-103.907228424398	-106.53285422023	-103.907228424398	-148.037312068358	13.2837661892688		
717.401945494994	-115.554763433978	-115.554737974144	-106.880788518274	-56.4374212934021	-74.1694367723854	-89.1012701123033	-105.376145655651	-114.05418222425	-113.915368389168	-115.554763434041	-115.554763434041	-115.554763434041	33.393993098769	447.564	-71.2347649494959	-71.2347649494959	-106.522425133149	-71.2347649494959	-147.223767320786	13.3111765915165		
718.169803114572	-115.554763433814	-115.554736536448	-106.653713439802	-55.2422013224184	-73.4618905729035	-88.665868269871	-105.244834498581	-114.036958540889	-113.897848317602	-115.554763434041	-115.554763434041	-115.554763434041	36.1252925399947	447.773	-41.06719564977	-41.06719564977	-106.511977903949	-41.06719564977	-147.097914666212	13.3385869937641		
718.937660734149	-115.554763433231	-115.554734511018	-106.41745057851	-54.0104008853747	-72.736012416281	-88.2193864928109	-105.11093003729	-114.019434280676	-113.880044865729	-115.554763434041	-115.554763434041	-115.554763434041	38.9349499714049	447.982	-11.559644534372	-11.559644534372	-106.501512490421	-11.559644534372	-146.693103052903	13.3659973960118		
719.705518353726	-115.554763431225	-115.554731369237	-106.171740003817	-52.7405133906718	-71.9911624600701	-87.7614363187176	-104.974362509523	-114.001602351846	-113.861951866345	-115.554763434041	-115.554763434041	-115.554763434041	41.8258437708714	448.191	14.8335081890755	14.8335081890755	-106.491028850232	14.8335081890755	-146.294697396113	13.3934077982594		
720.473375973304	-115.554763424512	-115.554726094326	-105.915941817397	-51.4309539602995	-71.2266726569777	-87.2916116396984	-104.83505975388	-113.983455450479	-113.843562982925	-115.554763434041	-115.554763434041	-115.554763434041	44.8013596918299	448.399	30.3945441750097	30.3945441750097	-106.480577232861	30.3945441750097	-146.243201836437	13.4208182005071		
