				Smoothed Y1	Smoothed Y2
			          	10 pts AAv smooth of B	10 pts AAv smooth of "Smoothed Y1"
699.194	1787.36	699.194	1929.53	-234.880000000001	-133.496942148761
699.387	925.17	699.387	860.49	-209.001818181819	-156.65090909091
699.579	-1098.22	699.579	-1115.8	-250.332727272728	-191.263305785125
699.771	-2028	699.771	-1756.82	-247.169090909092	-226.586694214877
699.963	-3805.64	699.963	-2788.99	-254.430000000001	-258.000330578513
700.156	-3037.65	700.156	-1822.35	-244.190000000001	-271.980661157026
700.348	1138.16	700.348	983.37	-231.156363636365	-265.768925619836
700.54	-209.4	700.54	205.14	-356.826363636365	-262.739090909092
700.732	-965.11	700.732	-1093.27	-356.827272727274	-252.53305785124
700.924	-698.87	700.924	-554.66	-340.630000000001	-243.731652892563
701.117	-723.44	701.117	-876.19	-266.343636363638	-233.170082644629
701.309	-1028.59	701.309	-1029.79	-166.55090909091	-226.416776859505
701.501	-3568.07	701.501	-2250.38	-175.673636363638	-223.387190082645
701.693	4267.45	701.693	4249.88	-138.066363636365	-198.456363636364
701.885	-1020.4	701.885	-927.39	-150.353636363638	-173.677685950414
702.077	1058.29	702.077	1257.79	-138.252727272728	-150.202231404959
702.269	394.75	702.269	512.33	-169.903636363638	-131.770661157026
702.461	1930.72	702.461	1876.28	-197.83090909091	-119.415454545455
702.653	235	702.653	235.86	-82.5872727272739	-107.297190082645
702.845	-629.24	702.845	-622.24	-84.2618181818193	-99.0547107438023
703.037	476.66	703.037	487.76	-82.4000000000011	-90.4398347107445
703.229	1922.53	703.229	2117.94	-63.5963636363648	-82.7387603305792
703.421	-1255.92	703.421	-949.92	-30.6436363636375	-71.0940495867775
703.613	-1366.51	703.613	-1316.5	-42.3727272727284	-54.2362809917362
703.805	3468.75	703.805	3469.6	-47.399090909092	-46.2471900826453
703.997	429.56	703.997	502.09	-55.5900000000011	-38.4274380165296
704.189	1187.31	704.189	1179.97	-53.5409090909102	-30.8108264462816
704.381	-692.73	704.381	-937.63	-41.8118181818193	-26.4608264462816
704.573	3792.33	704.573	3866.91	-12.3954545454556	-27.1206611570254
704.765	-838.13	704.765	-781.98	5.29272727272618	-27.2389256198353
704.957	1512.94	704.957	1610.04	1.75545454545345	-25.1568595041329
705.148	-49.66	705.148	-61.1	1.38272727272619	-21.3316528925626
705.34	-961.01	705.34	-894.62	-15.7463636363647	-18.0820661157031
705.532	71.17	705.532	53.59	-37.9018181818193	-15.2047933884304
705.724	-1139.18	705.724	-1283.74	-43.6736363636375	-16.0172727272734
705.916	-1874.4	705.916	-1834.64	-24.4963636363648	-21.1120661157031
706.107	1779.17	706.107	1855.8	-13.5127272727284	-25.9530578512403
706.299	247.29	706.299	428.37	-17.7954545454557	-31.149421487604
706.491	2133.47	706.491	2132.28	-10.1618181818193	-33.4006611570255
706.682	1551.85	706.682	1689.92	-21.3327272727284	-33.9762809917362
706.874	-492.02	706.874	-646.82	-50.7500000000011	-32.8085123966949
707.066	-307.71	707.066	-331.43	-51.4954545454557	-34.9243801652899
707.258	-1534.44	707.258	-1498.77	-55.7772727272739	-39.0204132231412
707.449	-492.02	707.449	-509.6	-40.5100000000012	-42.9471074380172
707.641	5582.25	707.641	5687.55	-44.2336363636375	-46.755289256199
707.832	-135.68	707.832	43.35	-30.8281818181829	-46.8398347107444
708.024	-741.88	708.024	-693.92	-47.7709090909102	-42.523636363637
708.216	-336.38	708.216	-212.65	-58.569090909092	-39.6799173553725
708.407	802.29	708.407	815.43	-60.989090909092	-34.1620661157031
708.599	-582.14	708.599	-542.37	-52.0518181818193	-30.0829752066122
708.79	1822.18	708.79	1812.79	-22.2627272727283	-24.9544628099179
708.982	-1647.08	708.982	-1615.51	-3.27181818181924	-21.197024793389
709.173	-514.55	709.173	-419.49	-20.2145454545465	-16.8302479338849
709.365	-1051.12	709.365	-988.83	4.91909090908987	-10.5847933884303
709.556	-98.81	709.556	-214.7	4.35999999999896	-3.00231404958736
709.748	-240.12	709.748	-462.5	12.179999999999	2.3120661157019
709.939	249.34	709.939	219.47	10.5036363636353	2.56570247933827
710.131	466.42	710.131	700.75	0.263636363635323	-3.79859504132289
710.322	-2161.12	710.322	-2313.86	10.130909090908	-6.79462809917413
710.514	2594.26	710.514	2613.55	22.4181818181808	-13.2264462809923
710.705	-578.04	710.705	-624.29	6.40636363636257	-22.4000826446287
710.896	507.38	710.896	516.43	-19.4727272727283	-33.6217355371907
711.088	425.47	711.088	569.68	-73.279090909092	-44.6739669421494
711.279	607.73	711.279	594.25	-53.1709090909102	-54.2875206611576
711.47	1902.05	711.47	1829.18	-65.8309090909102	-64.1549586776866
711.662	1181.17	711.662	1241.41	-96.5500000000011	-76.3241322314056
711.853	-1421.8	711.853	-1359.51	-111.258181818183	-85.9375206611577
712.044	-2908.63	712.044	-2346.63	-111.07090909091	-93.0459504132238
712.236	347.64	712.236	360.78	-105.485454545456	-89.9483471074387
712.427	9.73	712.427	-3.75	-98.4109090909102	-88.1033057851246
712.618	-2851.28	712.618	-2494.08	-111.442727272728	-84.6672727272734
712.809	-1241.58	712.809	-1126.04	-99.3409090909102	-74.5457851239676
713	-481.78	713	-474.79	-97.6654545454557	-61.4623966942155
713.192	1422.83	713.192	1505.6	-39.2054545454557	-50.1224793388436
713.383	-651.77	713.383	-743.07	-32.8754545454557	-38.9348760330585
713.574	343.55	713.574	414.03	-28.0345454545466	-28.4750413223147
713.765	110.08	713.765	37.2	14.7863636363625	-17.3721487603312
713.956	-963.06	713.956	-919.2	32.6590909090898	-15.8152066115709
714.147	2020.83	714.147	1939.77	13.6681818181807	-13.8181818181824
714.338	-1610.22	714.338	-1666.71	17.5781818181807	-18.1172727272733
714.53	1713.64	714.53	1646.91	16.6472727272716	-24.0412396694221
714.721	2538.97	714.721	2425.14	10.6890909090898	-31.607024793389
714.912	-1114.61	714.912	-1195.67	-82.2145454545465	-43.8610743801659
715.103	-2427.35	715.103	-2211.46	-75.6981818181829	-59.3816528925626
715.294	714.23	715.294	753.99	-86.4954545454556	-70.4508264462816
715.485	1142.25	715.485	1061.19	-98.039090909092	-83.6019008264469
715.676	-2460.12	715.676	-2324.1	-111.258181818183	-108.228264462811
715.867	-3793.35	715.867	-2844.29	-120.008181818183	-131.280495867769
716.058	-668.15	716.058	-695.97	-138.067272727274	-138.270578512397
716.249	1482.22	716.249	1519.93	-108.092727272728	-147.05479338843
716.44	-389.63	716.44	-319.14	-127.083636363637	-154.180495867769
716.63	-1688.04	716.63	-1609.36	-254.242727272728	-160.425950413224
716.821	-293.37	716.821	-310.95	-242.885454545456	-163.675537190083
717.012	1324.52	717.012	1442.11	-159.105454545456	-167.043636363637
717.203	-1196.53	717.203	-1310.36	-172.324545454547	-167.872892561984
717.394	-913.91	717.394	-665.25	-164.878181818183	-172.222561983472
717.585	-3709.38	717.585	-2391.69	-166.739090909092	-173.170082644629
717.776	-846.32	717.776	-835.23	-147.003636363638	-150.625371900827
717.966	-1112.56	717.966	-1085.08	-157.057272727274	-129.265537190083
718.157	-1475.05	718.157	-1357.46	-147.189090909092	-117.07917355372
718.348	617.97	718.348	573.77	-155.939090909092	-103.589504132232
718.539	-8.7	718.539	82.26	-137.506363636365	-91.876859504133
718.73	1332.72	718.73	1194.31	-6.25090909091026	-79.4195867768602
718.92	2239.97	718.92	2332.98	-7.92727272727389	-69.8566115702486
719.111	-989.68	719.111	-980.64	-25.0554545454557	-59.4473553719015
719.302	441.85	719.302	424.27	-23.9381818181829	-50.2737190082652
719.492	-1016.3	719.492	-970.4	-36.039090909092	-40.236942148761
719.683	855.54	719.683	729.42	-29.709090909092	-32.7222314049594
719.874	-1155.57	719.874	-1126.04	-41.8109090909102	-37.8507438016536
720.064	3960.26	720.064	4176.15	-42.5554545454556	-54.9623140495875
720.255	-2169.31	720.255	-2064.01	-46.279090909092	-72.8862809917362
720.446	-391.67	720.446	-302.76	-45.5345454545466	-102.404132231406
720.636	1672.68	720.636	1694.01	-54.8445454545466	-129.197107438017
720.827	1306.09	720.827	1300.8	-62.6645454545466	-156.887107438017
721.017	464.38	721.017	565.58	-196.154545454547	-185.321818181819
721.208	-547.32	721.208	-497.32	-222.219090909092	-213.925867768596
721.398	-942.58	721.398	-968.35	-348.634545454547	-241.480578512397
721.589	916.98	721.589	1065.29	-330.761818181819	-264.516198347108
721.779	345.59	721.779	305.49	-334.299090909092	-286.045289256199
721.97	-4821.43	721.97	-3323.51	-354.592727272729	-308.048264462811
722.16	-1907.17	722.16	-1404.57	-357.200000000001	-307.371239669422
722.351	-3672.52	722.351	-2176.65	-349.38090909091	-300.533471074381
722.541	-866.8	722.541	-974.49	-298.926363636365	-270.254049586778
722.732	1080.82	722.732	1141.06	-291.664545454547	-233.018264462811
722.922	1076.72	722.922	1294.66	-304.697272727274	-202.535785123968
723.112	1748.45	723.112	1878.33	-188.707272727274	-167.568099173554
723.303	-1755.62	723.303	-1791.63	-147.003636363638	-133.023471074381
723.493	-1147.37	723.493	-1728.14	-15.5609090909103	-101.13611570248
723.683	1232.37	723.683	1300.8	78.8318181818169	-77.1867768595049
723.874	2252.25	723.874	2355.51	1.00818181818059	-52.9667768595049
724.064	400.89	724.064	622.92	30.051818181817	-28.5774380165297
724.254	2147.81	724.254	2191.67	22.7909090909079	-13.4125619834719
724.445	-977.39	724.445	-927.39	1.37999999999876	-2.05578512396772
724.635	2262.49	724.635	1116.48	-35.4836363636376	-1.44661157024871
724.825	-3813.83	724.825	-2897.53	-25.2445454545467	-17.6951239669429
725.015	-780.79	725.015	-882.33	-36.4145454545467	-20.0647107438024
725.206	-709.11	725.206	-499.36	-21.8936363636376	-26.1916528925628
725.396	1345	725.396	1544.51	-22.0790909090921	-41.4074380165297
725.586	-1335.79	725.586	-1511.06	-8.86000000000121	-54.7105785123975
725.776	1048.05	725.776	1003.85	-99.9018181818194	-66.101074380166
725.966	3655.11	725.966	3881.24	-25.0572727272739	-79.1501652892569
726.157	1345	726.157	1407.3	-37.3445454545467	-89.965206611571
726.347	2119.14	726.347	2165.04	-144.582727272729	-101.592479338844
726.537	-199.16	726.537	-294.57	-144.954545454547	-110.54570247934
726.727	2182.62	726.727	2038.07	-160.779090909092	-119.566776859505
726.917	-1415.66	726.917	-1322.65	-168.784545454547	-121.292975206612
727.107	-946.67	727.107	-913.05	-155.380000000001	-129.163140495869
727.297	-4282.81	727.297	-2893.44	-149.793636363638	-135.476280991736
727.487	2092.51	727.487	2296.11	-120.564545454547	-120.785206611571
727.677	-1036.78	727.677	-1037.98	-108.091818181819	-103.877024793389
727.867	230.91	727.867	274.77	-118.890000000001	-85.2594214876041
728.057	-344.57	728.057	-265.89	-111.629090909092	-65.2032231404966
728.247	906.74	728.247	907.59	-106.789090909092	-44.3176033057859
728.437	1093.1	728.437	817.48	17.0190909090896	-26.0216528925628
728.627	-770.55	728.627	-1003.16	41.0354545454533	-11.4152892561991
728.817	-707.06	728.817	-732.83	44.0145454545442	-0.312314049587543
729.007	417.27	729.007	430.41	51.8336363636351	12.6862809917348
729.197	769.52	729.197	749.9	74.3618181818169	27.1404958677678
729.387	-770.55	729.387	-743.07	51.4618181818169	40.5285123966935
729.576	-336.38	729.576	-396.96	40.1054545454533	44.6076859504125
729.766	1736.17	729.766	1702.2	14.0409090909078	46.5036363636356
729.956	-375.29	729.956	-417.44	24.0945454545442	39.8521487603298
730.146	-750.07	730.146	-919.2	47.3672727272714	32.5575206611563
730.336	-2019.81	730.336	-1767.06	40.4790909090896	15.9708264462802
730.525	-315.9	730.525	-466.6	61.8899999999987	3.36157024793311
730.715	-1176.05	730.715	-1121.95	61.8909090909078	-9.07851239669499
730.905	126.46	730.905	-9.9	-29.1518181818195	-18.1166942148768
731.095	-573.94	731.095	-816.8	-28.407272727274	-28.0688429752074
731.284	730.61	731.284	786.76	-108.091818181819	-51.155206611571
731.474	1816.04	731.474	1608	-87.2400000000013	-74.258512396695
731.664	-684.53	731.664	-745.12	-96.7354545454559	-100.611487603307
731.853	-3461.58	731.853	-2494.08	-85.3790909090922	-127.167685950414
732.043	-1266.16	732.043	-1316.5	-85.3790909090922	-138.677107438017
732.233	-2470.36	732.233	-1762.96	-206.582727272729	-151.388181818183
732.422	1547.75	732.422	1571.13	-213.657272727274	-149.695867768596
732.612	-1425.9	732.612	-1472.15	-227.992727272729	-147.275785123968
732.802	468.47	732.802	397.65	-230.227272727274	-149.56090909091
732.991	290.3	732.991	153.94	-155.755454545456	-154.604793388431
733.181	-4100.55	733.181	-3010.17	-168.229090909092	-161.070413223141
733.37	-1612.26	733.37	-1478.29	-89.476363636365	-146.057603305786
733.56	-717.3	733.56	-767.65	-60.6190909090923	-128.065950413224
733.749	890.35	733.749	854.34	-121.871818181819	-109.312727272728
733.939	-2331.1	733.939	-2182.79	-140.861818181819	-91.4057851239678
734.128	1015.28	734.128	1102.15	-156.50090909091	-80.4043801652901
734.318	2432.47	734.318	2273.59	-41.4418181818195	-67.744297520662
734.507	-506.36	734.507	-800.41	-15.7490909090922	-62.8189256198355
734.697	-3019.22	734.697	-2391.69	-21.707272727274	-62.040165289257
734.886	1441.26	734.886	1579.33	-33.2509090909104	-51.1061983471082
735.076	-1860.07	735.076	-1824.4	-34.7400000000013	-38.56438016529
735.265	1928.67	735.265	1753.4	-28.9681818181831	-25.159338842976
735.454	603.64	735.454	454.99	-35.297272727274	-23.3481818181826
735.644	-1825.25	735.644	-1810.06	-52.0527272727285	-25.4298347107446
735.833	-1384.94	735.833	-1293.97	-1.59818181818307	-26.4620661157032
736.022	-207.36	736.022	-42.67	-2.90181818181943	-25.7339669421495
736.212	-1010.16	736.212	-986.78	-9.04545454545581	-23.922727272728
736.401	-655.86	736.401	-745.12	-21.5190909090922	-21.2821487603313
736.59	1242.61	736.59	1132.87	-38.647272727274	-18.049338842976
736.779	-619	736.779	-546.47	-33.0618181818194	-12.1762809917363
736.969	-2324.96	736.969	-2172.55	-25.2418181818194	-21.1975206611578
737.158	140.8	737.158	244.05	-14.8163636363649	-28.9323966942156
737.347	-1429.99	737.347	-1468.05	0.0781818181805637	-34.9409090909098
737.536	-190.97	737.536	-151.21	0.26363636363511	-39.3754545454553
737.726	-1421.8	737.726	-1468.05	12.5509090909078	-45.6887603305793
737.915	1175.02	737.915	1179.97	-100.831818181819	-60.3970247933892
738.104	800.24	738.104	850.25	-87.9854545454558	-84.4142975206619
738.293	-602.61	738.293	-743.07	-75.1390909090921	-108.990082644629
738.482	85.5	738.482	-5.8	-70.2990909090921	-134.784545454546
738.671	-1155.57	738.671	-1400.47	-108.093636363638	-162.745371900827
738.86	-3752.39	738.86	-2432.65	-194.852727272729	-203.349338842976
739.049	1033.71	739.049	1044.81	-289.431818181819	-220.765619834711
739.238	-1249.77	739.238	-1287.83	-285.150000000001	-236.370826446282
739.427	-702.97	739.427	-794.27	-283.66090909091	-253.431570247935
739.616	-2437.59	739.616	-1982.09	-307.305454545456	-269.967520661158
739.806	-2693.59	739.806	-1785.49	-434.092727272729	-278.582396694216
739.995	-4166.08	739.995	-3120.76	-292.41090909091	-272.556942148761
740.183	-2124.26	740.183	-2121.35	-259.642727272729	-250.181570247935
740.372	11.78	740.372	-145.06	-262.807272727274	-228.584628099174
740.561	-780.79	740.561	-612	-252.194545454547	-206.090578512397
740.75	-4716.98	740.75	-3567.22	-202.857272727274	-178.840495867769
740.939	298.49	740.939	59.73	-128.572727272728	-129.36743801653
741.128	542.2	741.128	192.85	-43.3027272727285	-93.7900826446288
741.317	1150.45	741.317	1147.2	-47.5836363636375	-62.7995867768602
741.506	-903.67	741.506	-1111.71	-36.2263636363648	-30.9121487603313
741.695	329.21	741.695	242	-7.55454545454662	1.2798347107431
741.884	830.96	741.884	921.93	110.110909090908	30.0021487603299
742.072	1676.77	742.072	1784.12	98.9399999999988	55.356446280991
742.261	-182.78	742.261	-132.78	81.2527272727261	75.1084297520654
742.45	-262.65	742.45	-544.42	87.9545454545443	96.3158677685943
742.639	491	742.639	344.4	101.917272727272	116.795454545454
742.828	585.21	742.828	440.65	113.088181818181	134.905454545454
743.016	-657.91	743.016	-773.79	150.324545454544	143.249421487603
743.205	-1663.46	743.205	-1818.25	173.96909090909	155.215454545454
743.394	-1483.24	743.394	-1560.21	185.698181818181	170.972809917355
743.582	1514.98	743.582	1153.35	189.04909090909	189.336776859503
743.771	91.65	743.771	-118.44	191.655454545453	207.836280991735
743.96	929.27	743.96	610.64	201.894545454544	229.162314049586
744.148	187.9	744.148	35.16	230.566363636362	249.235785123966
744.337	17.92	744.337	-61.1	254.583636363635	270.883305785123
744.526	595.45	744.526	276.82	289.958181818181	298.827107438016
744.714	-811.51	744.714	-986.78	305.411818181817	330.054462809917
744.903	4140.48	744.903	3883.29	347.674545454544	368.93214876033
745.091	171.52	745.091	-259.75	371.132727272726	413.479917355371
745.28	2317.79	745.28	1898.81	412.091818181817	461.412727272726
745.468	1242.61	745.468	776.52	493.079999999999	513.746115702479
745.657	818.68	745.657	287.06	532.549999999999	567.111900826445
745.845	712.18	745.845	37.2	619.309999999999	624.759669421487
746.034	-455.16	746.034	-1031.83	691.919999999999	683.947603305784
746.222	335.35	746.222	-267.94	757.827272727271	746.012892561983
746.411	806.39	746.411	-163.5	830.250909090908	808.958429752065
746.599	1236.46	746.599	483.66	876.981818181817	866.707768595041
746.788	1099.25	746.788	-30.38	939.537272727271	927.503636363636
746.976	-467.45	746.976	-1523.35	998.741818181817	984.88041322314
747.165	302.59	747.165	-853.66	1053.85090909091	1039.87074380165
747.353	1019.38	747.353	-196.26	1104.49272727273	1092.67768595041
747.541	4920.76	747.541	3940.63	1128.32272727273	1142.96272727273
747.73	-1307.12	747.73	-2526.85	1201.30454545454	1196.36198347107
747.918	2354.65	747.918	1028.42	1250.45454545454	1251.23388429752
748.106	1809.89	748.106	627.02	1296.81363636364	1304.95487603306
748.295	2581.98	748.295	1421.63	1338.70363636364	1358.82818181818
748.483	1641.96	748.483	409.94	1383.38636363636	1413.61537190083
748.671	1275.37	748.671	-280.23	1464.37363636364	1472.85404958678
748.859	1283.56	748.859	-386.72	1543.12818181818	1529.62165289256
749.048	2885.08	749.048	1319.23	1589.67272727273	1585.67859504132
749.236	1013.23	749.236	-603.81	1646.45727272727	1641.49842975207
749.424	599.54	749.424	-1107.61	1707.15181818182	1698.77388429752
749.612	3337.68	749.612	1466.69	1779.94818181818	1758.11429752066
749.8	1379.82	749.8	-706.21	1825.74818181818	1813.90049586777
749.989	1177.07	749.989	-661.15	1867.08090909091	1863.11958677686
750.177	1840.61	750.177	33.11	1910.83181818182	1912.55876033058
750.365	2471.39	750.365	643.4	1968.73363636364	1960.84702479339
750.553	2321.88	750.553	289.1	2036.13090909091	2007.05338842975
750.741	-410.11	750.741	-2469.51	2078.02181818182	2050.11157024793
750.929	5526.96	750.929	3402.02	2084.53818181818	2092.10347107438
751.117	1388.01	751.117	-659.1	2133.50363636364	2131.91190082645
751.305	2239.97	751.305	-13.99	2177.62818181818	2170.46801652893
751.493	1330.67	751.493	-1117.85	2215.42181818182	2206.65454545454
751.681	292.35	751.681	-2039.44	2253.58818181818	2237.9326446281
751.869	1744.36	751.869	-413.35	2287.65909090909	2266.04553719008
752.057	2954.71	752.057	577.87	2304.97363636364	2296.49404958678
752.245	1215.98	752.245	-1076.89	2334.94909090909	2323.9805785124
752.433	3366.35	752.433	1122.63	2366.78545454545	2349.31760330578
752.621	2311.64	752.621	-140.97	2380.19	2372.7420661157
752.809	3567.05	752.809	1132.87	2387.26363636364	2395.62495867768
752.997	3120.59	752.997	805.19	2419.47181818182	2417.01842975207
753.185	2829.78	753.185	452.94	2435.85545454545	2441.05223140496
753.373	2125.28	753.373	-478.88	2456.33545454545	2464.49363636364
753.56	1879.52	753.56	-716.45	2473.09090909091	2486.9026446281
753.748	3200.46	753.748	790.86	2505.3	2508.39768595041
753.936	2190.81	753.936	-321.19	2522.98727272727	2526.79553719008
754.124	2905.56	754.124	348.5	2569.34545454545	2541.84223140496
754.312	1623.53	754.312	-894.62	2592.80454545455	2557.17661157025
754.499	4531.64	754.499	2103.61	2613.28454545455	2571.42768595041
754.687	3427.79	754.687	620.88	2616.63545454545	2587.33760330578
754.875	3857.86	754.875	1229.12	2589.64	2599.11768595041
755.063	1981.92	755.063	-843.42	2584.98545454545	2604.78768595041
755.25	3913.16	755.25	1278.27	2604.53363636364	2602.75669421488
755.438	4703.67	755.438	1874.23	2613.09727272727	2598.64380165289
755.626	3644.87	755.626	1012.04	2648.1	2590.04561983471
755.813	1058.29	755.813	-1054.36	2634.88090909091	2582.88611570248
756.001	3724.74	756.001	1263.94	2585.35727272727	2582.64909090909
756.189	1656.29	756.189	-1115.8	2547.00454545454	2586.42338842975
756.376	2049.5	756.376	-562.85	2547.56272727273	2587.96363636364
756.564	2631.13	756.564	-181.93	2518.70454545454	2591.01033057851
756.751	3603.91	756.751	942.41	2537.88090909091	2591.07801652893
756.939	1220.08	756.939	-863.9	2587.03272727273	2593.76917355372
757.127	4896.18	757.127	2492.72	2626.50272727273	2607.96958677686
757.314	2522.59	757.314	-118.44	2621.47636363636	2631.17429752066
757.502	1072.62	757.502	-1439.38	2646.61090909091	2656.05462809917
757.689	4734.39	757.689	1890.62	2648.84454545454	2686.28347107438
757.877	3769.8	757.877	1116.48	2664.48363636364	2714.68438016529
758.064	4109.76	758.064	1214.79	2741.56181818182	2741.52801652893
758.251	1727.97	758.251	-988.83	2802.25636363636	2763.27710743802
758.439	4169.15	758.439	1280.32	2821.24636363636	2789.57909090909
758.626	5182.9	758.626	2345.27	2851.22181818182	2815.10247933884
758.814	2063.84	758.814	-769.69	2850.29090909091	2841.60760330578
759.001	4804.02	759.001	1872.18	2882.31272727273	2868.85743801653
759.188	4783.54	759.188	1712.44	2865.74272727273	2888.76157024793
759.376	863.73	759.376	-1986.19	2910.79818181818	2903.60495867768
759.563	4095.43	759.563	1253.7	2927.36818181818	2918.65140495868
759.75	4412.86	759.75	1579.33	2940.40090909091	2934.71330578512
759.938	2342.36	759.938	-663.2	2964.23181818182	2952.12925619835
760.125	2274.78	760.125	-437.92	2960.50727272727	2967.54818181818
760.312	3159.5	760.312	-52.91	2965.53363636364	2989.26338842975
760.5	2770.39	760.5	-300.71	2986.75727272727	3006.22256198347
760.687	3972.55	760.687	991.56	3027.90272727273	3021.98
760.874	2059.74	760.874	-1035.93	3041.86636363636	3036.04487603306
761.061	4046.27	761.061	1155.4	3051.92090909091	3050.43140495868
761.248	669.17	761.248	-2457.22	3104.61	3064.69966942149
761.436	6901.14	761.436	3817.76	3097.34909090909	3078.37570247934
761.623	2801.11	761.623	-493.22	3100.7	3089.54694214876
761.81	3435.98	761.81	448.85	3095.11454545454	3095.96214876033
761.997	4347.33	761.997	1231.17	3122.48363636364	3105.74553719008
762.184	2700.76	762.184	-591.52	3117.45818181818	3115.66421487603
762.371	2448.86	762.371	-683.68	3115.97	3119.25280991735
762.558	2819.54	762.558	-288.42	3109.64090909091	3124.5847107438
762.745	4695.48	762.745	1775.93	3098.47	3130.59371900826
762.932	3397.07	762.932	0.34	3149.48363636363	3138.53223140496
763.119	3509.71	763.119	674.12	3161.02636363636	3143.18710743802
763.306	3278.29	763.306	168.27	3144.08454545454	3152.02239669421
763.493	3419.6	763.493	405.84	3156	3163.78561983471
763.68	3626.44	763.68	454.99	3166.79909090909	3179.62768595041
763.867	5178.8	763.867	1630.52	3182.43818181818	3194.42041322314
764.054	1783.27	764.054	-1459.86	3173.68727272727	3200.90272727273
764.241	2532.83	764.241	-573.09	3214.64636363636	3208.41752066115
764.428	5066.16	764.428	1802.55	3245.36545454545	3218.30173553719
764.615	3194.32	764.615	-32.43	3283.90363636363	3225.56256198347
764.802	3102.16	764.802	10.58	3261.19	3231.89239669421
764.989	2176.48	764.989	-1123.99	3220.78909090909	3236.9020661157
765.176	3466.7	765.176	180.56	3243.68909090909	3242.60578512396
765.362	4535.74	765.362	1087.81	3252.81090909091	3243.72272727272
765.549	2614.74	765.549	-822.94	3235.86909090909	3239.74512396694
765.736	10843.48	765.736	7921.88	3236.42727272727	3230.02991735537
765.923	4912.57	765.923	1808.7	3237.54454545454	3226.06925619835
766.11	5043.64	766.11	1548.61	3236.42818181818	3227.35545454545
766.296	3200.46	766.296	-5.8	3226.93272727273	3224.54570247934
766.483	808.44	766.483	-2268.81	3201.61181818182	3221.92223140496
766.67	3433.93	766.67	201.04	3177.03636363636	3222.80223140496
766.857	4337.09	766.857	1233.22	3217.62272727273	3225.03628099173
767.043	2156	767.043	-1132.19	3234.93727272727	3230.50305785124
767.23	3780.04	767.23	598.35	3212.78181818182	3237.71305785124
767.417	5049.78	767.417	1880.38	3223.95272727273	3246.53099173554
767.603	4040.13	767.603	872.78	3245.54909090909	3260.66355371901
767.79	2899.41	767.79	-468.64	3261.00181818182	3278.85826446281
767.976	5868.97	767.976	2574.64	3297.67909090909	3293.1941322314
768.163	5402.03	768.163	2150.71	3315.73818181818	3308.54553719008
768.35	4220.35	768.35	891.21	3323.93	3328.21297520661
768.536	2962.9	768.536	-351.91	3357.07	3348.26975206611
768.723	3048.91	768.723	-353.96	3377.17818181818	3365.94008264463
768.909	5334.45	768.909	1827.13	3375.31727272727	3383.37347107438
769.096	6026.66	769.096	2539.82	3403.80272727273	3397.37099173554
769.282	3321.29	769.282	49.49	3429.12363636363	3409.45595041322
769.469	2930.13	769.469	-603.81	3444.57727272727	3421.7779338843
769.655	6108.58	769.655	2720.04	3439.92272727273	3431.08719008264
769.842	4302.27	769.842	954.69	3452.76909090909	3440.88719008264
770.028	1986.02	770.028	-1621.65	3451.65181818182	3453.49669421487
770.214	3710.41	770.214	180.56	3448.67272727273	3462.06099173553
770.401	3800.52	770.401	301.39	3459.47181818182	3470.23586776859
770.587	2622.94	770.587	-640.67	3459.47181818182	3479.7647107438
770.774	650.74	770.774	-2893.44	3484.97818181818	3492.00157024793
770.96	501.24	770.96	-2993.79	3514.02181818182	3505.20322314049
771.146	3898.82	771.146	444.75	3498.01	3520.23280991735
771.333	4236.74	771.333	846.15	3519.04727272727	3535.44859504132
771.519	2799.06	771.519	-734.88	3549.39454545454	3550.05495867768
771.705	3913.16	771.705	244.05	3574.52818181818	3565.81223140496
771.891	2317.79	771.891	-1349.27	3597.98727272727	3580.02933884297
772.078	8381.82	772.078	4950.28	3616.97727272727	3590.5905785124
772.264	4863.41	772.264	1102.15	3616.04636363636	3605.2647107438
772.45	3237.33	772.45	-595.62	3620.14181818182	3618.09404958678
772.636	3632.58	772.636	92.5	3632.80181818182	3627.21669421488
772.822	3186.13	772.822	-616.1	3641.36636363636	3636.47479338843
773.009	7126.42	773.009	3422.5	3630.19545454545	3642.34768595041
773.195	4173.25	773.195	729.42	3659.42545454545	3647.01892561983
773.381	4165.06	773.381	729.42	3660.17	3656.66628099173
773.567	4873.65	773.567	1200.45	3649.74363636363	3668.39553719008
773.753	2794.97	773.753	-968.35	3676.36727272727	3680.3279338843
773.939	1795.56	773.939	-1748.62	3662.58909090909	3693.10652892562
774.125	1762.79	774.125	-1990.28	3668.36090909091	3708.49157024793
774.311	3734.98	774.311	-34.47	3722.16727272727	3722.89504132231
774.497	1902.05	774.497	-1816.21	3749.16363636363	3740.5820661157
774.683	2889.17	774.683	-943.77	3764.05818181818	3761.70495867768
774.869	5248.43	774.869	1597.76	3781.93090909091	3781.59231404959
775.055	6710.68	775.055	2943.27	3799.43090909091	3806.38818181818
775.241	2805.21	775.241	-1230.49	3817.86363636363	3834.17975206611
775.427	4195.78	775.427	463.18	3854.72727272727	3857.38438016529
775.613	2778.58	775.613	-1058.46	3882.09545454545	3884.53256198347
775.799	6067.62	775.799	2107.7	3895.12818181818	3912.47619834711
775.985	2432.47	775.985	-1304.21	3935.34363636363	3942.01090909091
